,Load[MWh]
9670,177.95717524625823
9671,181.28137389319633
9672,184.22013444388955
9673,186.33764142419912
9674,187.33152488208125
9675,186.77191091274554
9676,184.4207819057052
9677,180.97645715702762
9678,177.01466808100355
9679,173.19663159547193
9680,171.58014581111053
9681,168.83798919863406
9682,165.94925702114955
9683,162.23520724080785
9684,157.39604246019078
9685,151.50442306579686
9686,144.80951808603575
9687,137.57052386153958
9688,129.97527560919997
9689,122.30685792261943
9690,114.51960928808828
9691,106.8016453349978
9692,101.6761307940723
9693,98.07948789425116
9694,95.09127463455046
9695,92.26493291686877
9696,89.02910253910372
9697,85.6074423294279
9698,82.34215400885304
9699,79.4593444744418
9700,77.33385275197358
9701,75.77779794120168
9702,74.58412764062756
9703,73.56871923907866
9704,72.72033615743194
9705,71.89083453042963
9706,71.13957010029986
9707,70.66459732732994
9708,70.32791537975669
9709,70.3087070955216
9710,70.3745345793701
9711,70.67402117316658
9712,71.09503468750641
9713,71.81182425246573
9714,73.13503538397417
9715,75.18382667207528
9716,78.2632956613481
9717,82.57101905086293
9718,88.29942601367617
9719,95.73047474972728
9720,105.0015449775461
9721,115.69803602586096
9722,127.3620684814048
9723,139.61748042253836
9724,150.45036848818393
9725,162.09164010657395
9726,172.1603440265858
9727,179.96353735587525
9728,184.96174037333793
9729,187.89792007341723
9730,189.76550449057936
9731,191.47195146013786
9732,193.9502410334426
9733,196.85664668507937
9734,199.91813612643688
9735,202.5786190952026
9736,204.6386270832901
9737,206.15992199039587
9738,207.53514174741667
9739,209.1503724328794
9740,211.02599125576546
9741,212.81372094468853
9742,213.7190322671955
9743,213.145425250209
9744,210.6531494137166
9745,206.46391698612797
9746,200.99631254784384
9747,194.81492090512685
9748,188.19791231631325
9749,181.5438872746026
9750,175.2198795841389
9751,169.64322142071325
9752,164.99947554406745
9753,161.31624631219196
9754,158.38544722700212
9755,156.15544227566997
9756,154.52231728643417
9757,153.81094741219852
9758,154.12526367426617
9759,155.80170973409312
9760,158.9712101549677
9761,163.14235784250795
9762,168.1182011033064
9763,173.31492683868308
9764,178.31816670018944
9765,183.13975153071027
9766,187.52366171733487
9767,191.54559681080985
9768,194.9439953730256
9769,197.3651584550693
9770,198.37816155677515
9771,197.52965691476444
9772,194.39406889036977
9773,189.29420768795762
9774,182.8300903052125
9775,175.42628580439154
9776,168.957508896288
9777,161.4888916529855
9778,155.23983773946048
9779,151.08373785473069
9780,149.54235619022887
9781,149.34036153579174
9782,148.7507877085665
9783,146.2848899043262
9784,140.66144840439193
9785,132.78945183862436
9786,124.03901257220298
9787,115.72202952950006
9788,108.74541077317556
9789,103.30585577871729
9790,98.71593579696581
9791,94.23617527666383
9792,89.62604472182083
9793,85.02146489976468
9794,80.75282299732278
9795,77.15809794695225
9796,74.55376326372053
9797,72.68490126059423
9798,71.25575645554109
9799,69.9839074354746
9800,68.58152446707521
9801,67.15646600084173
9802,65.96650308552995
9803,65.08850699749178
9804,64.66097647850212
9805,64.6265783251983
9806,64.8151380615094
9807,65.05048849058684
9808,65.2252615438575
9809,65.44145054333187
9810,65.70897396525463
9811,66.31708779822425
9812,67.20227259818479
9813,68.66838069414045
9814,70.81843052594368
9815,73.9150893631615
9816,78.07755382216763
9817,83.42052312432334
9818,90.20905545204049
9819,98.57970549714169
9820,106.98184696837355
9821,117.83429716349686
9822,128.97142061329248
9823,139.68036787099894
9824,149.40780467304126
9825,157.8037551622327
9826,164.92480174508026
9827,170.5576514970606
9828,174.7538142467356
9829,178.10263978977298
9830,181.3027626311078
9831,185.00333738324974
9832,189.68886367886603
9833,194.7255305801271
9834,199.37425811445132
9835,202.49968913008973
9836,203.59940915057004
9837,202.32871866463643
9838,198.59986574172473
9839,192.34752753987522
9840,183.64417333217472
9841,173.693513703665
9842,163.74303267240668
9843,155.19277763652067
9844,149.05228479152842
9845,144.86117944215704
9846,141.70360272463552
9847,138.86577099119333
9848,135.6219904825801
9849,132.0571132274817
9850,128.4319581080468
9851,124.86157492246106
9852,121.60467248712744
9853,119.00931126051094
9854,117.60020812987912
9855,117.58493398653337
9856,119.28885736533424
9857,122.47756187765708
9858,126.92583209246473
9859,132.20589062132606
9860,138.04535040292848
9861,144.20605440255773
9862,150.3860157743441
9863,156.50659619891096
9864,162.09363165973105
9865,166.80453592584027
9866,169.99253542010405
9867,171.11371762211004
9868,169.8001642200335
9869,166.79137641753456
9870,162.97793696853742
9871,159.37819848196364
9872,158.00379890597435
9873,155.66283714606456
9874,153.25554639071936
9875,150.2196924661841
9876,145.99973193002168
9877,140.75516434100393
9878,134.56040053442098
9879,127.57151196447978
9880,120.03184429640861
9881,112.31193934653417
9882,104.76262279902012
9883,97.98949447878768
9884,98.52298804072605
9885,91.49887560487741
9886,85.2665487551688
9887,80.25234246055561
9888,76.6807207530358
9889,74.26829763641909
9890,72.72189535574529
9891,71.5981038942049
9892,70.67166202532127
9893,69.78703485845291
9894,69.06240804719349
9895,68.406298182001
9896,67.76761894668913
9897,67.36117120344473
9898,67.10754864229568
9899,67.19640030773964
9900,67.5057178618889
9901,68.2208777753583
9902,69.25370716640725
9903,70.38209651978485
9904,71.9984974945853
9905,74.47128918784219
9906,78.63296171697512
9907,85.30154275942347
9908,94.98584679676013
9909,106.44315280629034
9910,118.41194933663361
9911,129.32476956078864
9912,138.90308356788879
9913,147.17790024723635
9914,154.5572878291583
9915,161.7893678711515
9916,167.6381200929905
9917,174.49494368490173
9918,180.38965412416434
9919,184.44364007685277
9920,186.35162957496684
9921,186.52655228370352
9922,185.6331181476188
9923,184.4631771486023
9924,183.6451254170776
9925,183.151718045696
9926,183.19399598959717
9927,183.62821328272491
9928,184.45815128718624
9929,185.8304816943642
9930,187.73201962951705
9931,190.19100356775704
9932,193.15007168459596
9933,195.6939124214723
9934,197.0574475934737
9935,196.23368626783144
9936,192.6400991023539
9937,187.22260162796414
9938,181.074741922267
9939,175.40663288803265
9940,171.21843942486228
9941,168.34529200049124
9942,166.21247538855724
9943,164.56955676718633
9944,162.90761147044051
9945,161.2686623388083
9946,159.52886086497367
9947,157.73123650503118
9948,155.8276029840154
9949,154.32770365524874
9950,153.45646482100105
9951,153.6695525964254
9952,155.3000907169215
9953,158.0827193711946
9954,161.52111678609856
9955,165.3814188194211
9956,169.31628316749556
9957,173.05682112898486
9958,176.66054178368654
9959,179.91342743451042
9960,182.7860956251459
9961,184.84968578008653
9962,185.80791422727228
9963,185.2369933418965
9964,182.90325753087993
9965,179.49371917425012
9966,175.57367138890606
9967,171.792161507441
9968,170.1982865804384
9969,167.4709143333183
9970,164.59783513983885
9971,160.91074228482088
9972,156.11593060027283
9973,150.2843172859529
9974,143.66072232758464
9975,136.49912440446494
9976,128.98388425889073
9977,121.39547467907559
9978,113.68823415130983
9979,106.04853511824454
9980,98.29836087839453
9981,91.29792425016582
9982,85.08638475359807
9983,80.08892614046499
9984,76.52914084939447
9985,74.12480302554204
9986,72.58359758315345
9987,71.46355724529802
9988,70.54029535359065
9989,69.65855366647997
9990,68.93594669105092
9991,68.28128254045865
9992,67.6434689490741
9993,67.2370212058297
9994,66.9831100967049
9995,67.07138466619729
9996,67.38041367237079
9997,68.09470496719149
9998,69.12609161836163
9999,70.25246113590885
10000,71.86481648960574
10001,74.3301029607713
10002,78.47791626290316
10003,85.12369011638026
10004,94.77536740940542
10005,106.19398419241159
10006,118.12293730432773
10007,129.00024232969216
10008,138.55141795346316
10009,146.8068900195487
10010,154.17357256637266
10011,159.93461054307414
10012,167.2419913178041
10013,174.09736919511502
10014,179.99207963437763
10015,184.04722275369062
10016,185.9563664437078
10017,186.1327348670446
10018,185.2413205667903
10019,184.0739794742771
10020,183.2591017704858
10021,182.7694484975106
10022,182.81461192116944
10023,183.25084905012756
10024,184.08107560256468
10025,185.45080907796074
10026,187.34628453090113
10027,189.79458624459485
10028,192.73835239455386
10029,195.26602552062306
10030,196.61627856157494
10031,195.7867433016959
10032,192.19777587855205
10033,186.79269191656314
10034,180.66128836964893
10035,175.01021556487046
10036,170.8361698766769
10037,167.97457032077935
10038,165.8521473854158
10039,164.218756796688
10040,162.56663105528256
10041,160.937206981572
10042,159.20635644442896
10043,157.416528829275
10044,155.51895779047172
10045,154.0225240121357
10046,153.15186227383953
10047,153.3620615947848
10048,154.98509449318954
10049,157.75617230426775
10050,161.179559274989
10051,165.02109081627964
10052,168.93401361931024
10053,172.65087577317948
10054,176.23005497633395
10055,179.45926481953796
10056,182.30999146512943
10057,184.35567974668692
10058,185.302068802702
10059,184.72739679364122
10060,182.39943491686142
10061,179.0014444287051
10062,175.09525587036214
10063,171.32587095332204
10064,169.7395042231322
10065,167.01704026632157
10066,164.1491579111273
10067,160.471015992801
10068,155.69092917918124
10069,149.8792375740749
10070,143.27931842332654
10071,136.14341911837855
10072,128.65473728546056
10073,121.09289196774441
10074,113.41221272735626
10075,105.79850086043845
10076,98.07427511535774
10077,91.09745777504234
10078,84.90665506135171
10079,79.92590248359915
10080,76.37792386176386
10081,73.98165348234735
10082,72.44563000463697
10083,71.32933781574512
10084,70.409241027607
10085,69.5303818455326
10086,68.80979173121251
10087,68.15656437105629
10088,67.51961642359902
10089,67.11316868035463
10090,66.85896902325406
10091,66.94666649679493
10092,67.25540695499267
10093,67.96883855532886
10094,68.99878246662014
10095,70.12313512305836
10096,71.73145972925876
10097,74.18925882666133
10098,78.32324562372756
10099,84.94626285849724
10100,94.56539372468865
10101,105.94541647225554
10102,117.83462135682936
10103,128.6765004250452
10104,138.20060013463646
10105,146.43677518300234
10106,153.7907854166637
10107,159.5437559489293
10108,166.84681445346558
10109,173.70075554034045
10110,179.59546597960306
10111,183.65175734137628
10112,185.5620552232965
10113,185.73986341179082
10114,184.85046597264545
10115,183.6857158624714
10116,182.87400921169214
10117,182.3880981382377
10118,182.43614406693283
10119,182.87439805699995
10120,183.7049131574128
10121,185.07205267574835
10122,186.96148052008323
10123,189.39912083228054
10124,192.32762368673787
10125,194.83916787337807
10126,196.17617150521588
10127,195.34087718470713
10128,191.75651463028996
10129,186.36381740820917
10130,180.24883134869975
10131,174.61475015255613
10132,170.454819517404
10133,167.60474403220874
10134,165.492688000923
10135,163.86880462178863
10136,162.22646868850936
10137,160.6065518243922
10138,158.88463140089095
10139,157.1025767327543
10140,155.2110533025566
10141,153.71807912520836
10142,152.8479915081423
10143,153.0553112987727
10144,154.67085384869307
10145,157.43041056379042
10146,160.8388198122643
10147,164.66163143178687
10148,168.55266326003732
10149,172.2459091007147
10150,175.80060337202852
10151,179.00619690204056
10152,181.83503257285193
10153,183.8628636018472
10154,184.79744598862698
10155,184.21902583060262
10156,181.89682598917395
10157,178.51035659699852
10158,174.61799454372127
10159,170.86070484389217
10160,169.28182846218672
10161,166.5642608967999
10162,163.70156050628387
10163,160.03234870159932
10164,155.26695403697255
10165,149.47513357081596
10166,142.89883370798094
10167,135.78856757733388
10168,128.3263875373655
10169,120.79103806315617
10170,113.13685764099625
10171,105.54906749635512
10172,97.8507842966009
10173,90.89752080032805
10174,84.7274042992507
10175,79.76331016133624
10176,76.22711143624363
10177,73.83888172877042
10178,72.30803129157405
10179,71.1954723780388
10180,70.2785377187485
10181,69.40254914282478
10182,68.68396994017085
10183,68.03217937045068
10184,67.39609111747792
10185,66.98964337423354
10186,66.73515814387859
10187,66.82228149618932
10188,67.13073638113268
10189,67.84330233754157
10190,68.87181243311824
10191,69.9941541778903
10192,71.59845696075831
10193,74.04878653272634
10194,78.16898549610514
10195,84.76930858131675
10196,94.35597928759502
10197,105.69750914025025
10198,117.54706991273075
10199,128.35361524016133
10200,137.8507134036078
10201,146.06763902979648
10202,153.40900967223072
10203,159.153939532553
10204,166.45269064050248
10205,173.30519196222002
10206,179.19990240148263
10207,183.2573449804375
10208,185.16879110481793
10209,185.34803608374833
10210,184.46064955626917
10211,183.29848447899136
10212,182.48993698233855
10213,182.0077591842407
10214,182.0586786938079
10215,182.49894359554116
10216,183.3297442692084
10217,184.69429875464766
10218,186.57769386398397
10219,189.00470847134176
10220,191.91798670167557
10221,194.4134435949864
10222,195.73723053964548
10223,194.8961920321139
10224,191.31642839698057
10225,185.9360792434299
10226,179.8374690252256
10227,174.22033779161734
10228,170.074480563407
10229,167.23589642697866
10230,165.13418350199956
10231,163.51977758524444
10232,161.88721063704176
10233,160.2767712353039
10234,158.56375712767326
10235,156.78946053294695
10236,154.90396983774775
10237,153.4144403877803
10238,152.5449298666658
10239,152.74937310170273
10240,154.35744910090995
10241,157.10551744196178
10242,160.4989876395666
10243,164.3031269328634
10244,168.17232430604037
10245,171.84201630267512
10246,175.3722940607405
10247,178.5543307719886
10248,181.3613349624478
10249,183.3713563344233
10250,184.2941588244604
10251,183.71200539107943
10252,181.3955497366736
10253,178.02057169326505
10254,174.1419974736752
10255,170.3967762185646
10256,167.36240664032346
10257,166.11268034000236
10258,163.2551529900003
10259,159.59484750118636
10260,154.84410036473153
10261,149.07210344198234
10262,142.51935742318986
10263,135.43465902297288
10264,127.99890640791915
10265,120.48998733334587
10266,112.86223433610054
10267,105.30029749514392
10268,107.40064036891447
10269,102.05611284956849
10270,97.54682269135496
10271,93.14624925471207
10272,88.61674852340701
10273,84.09279852488876
10274,79.89902441063366
10275,76.36764902719041
10276,73.80938682899668
10277,71.97364239921284
10278,70.56753383667872
10279,69.3129619985015
10280,67.92641644683393
10281,66.51575860689621
10282,65.33587404768653
10283,64.46507381071412
10284,64.04042579676074
10285,64.00602764345692
10286,64.19314761461058
10287,64.42705530380917
10288,64.60182835707984
10289,64.81801735655421
10290,65.08698351835581
10291,65.69365461144659
10292,66.57596285581366
10293,68.03054985578841
10294,70.15612665463661
10295,73.20814979725245
10296,77.30150255398014
10297,82.55088414618102
10298,89.21847322595193
10299,95.97786771258819
10300,105.6701941374549
10301,116.33258938235365
10302,127.27246203085882
10303,137.7870350428684
10304,147.33161869519466
10305,155.56487274687422
10306,162.5448193695715
10307,168.0653644645502
10308,172.17945762552984
10309,175.46637326679746
10310,178.61034526699217
10311,182.24756737748544
10312,186.85246384956375
10313,191.80274484137854
10314,196.3722823173223
10315,199.4444420221355
10316,200.52544509556913
10317,199.279230617312
10318,195.61948642195728
10319,189.48377514730308
10320,180.94311737711448
10321,171.17963019379303
10322,161.41488184256568
10323,153.02444668859806
10324,146.99625552588597
10325,142.88002093942276
10326,139.77571553272642
10327,136.98395925904367
10328,133.79201029609823
10329,130.28472364729737
10330,126.71860187403884
10331,123.20724905990804
10332,120.00650044043591
10333,117.4586514640148
10334,116.07978340168917
10335,116.0745876144455
10336,117.76267357651456
10337,120.91106466442909
10338,125.29598521230952
10339,130.49253438731807
10340,136.2312076331784
10341,142.2810467409635
10342,148.34870643046975
10343,154.36129851878593
10344,159.85474924437256
10345,164.49222251273105
10346,167.63702607755027
10347,168.75245219364788
10348,167.47489292050736
10349,164.52945775965708
10350,160.7865668033744
10351,157.24442189781954
10352,154.44017717320247
10353,153.57945234243078
10354,151.1879990038174
10355,148.18238312230974
10356,144.02001319244488
10357,138.85751221740102
10358,132.7649747117176
10359,125.89414985940772
10360,118.48262426506994
10361,110.89518068440118
10362,103.4783255060928
10363,96.82757722424262
10364,100.05991408737033
10365,96.56604781190765
10366,93.66650802240959
10367,90.9227891916036
10368,87.77361244821078
10369,84.43860884762861
10370,81.25191564115433
10371,78.4356060036326
10372,76.35848027640152
10373,74.834671445602
10374,73.66316579417678
10375,72.66388038261408
10376,71.82557565706942
10377,71.00614643672635
10378,70.26294350158972
10379,69.79200147611633
10380,69.4593502760396
10381,69.44014199180452
10382,69.50596947565303
10383,69.80142532195295
10384,70.21639420240871
10385,70.92109152487834
10386,72.22011817140752
10387,74.22860495926457
10388,77.245601824423
10389,81.46465769317801
10390,87.07618190275562
10391,94.3560850444897
10392,103.43973889996542
10393,113.92664892678829
10394,125.3750527522346
10395,135.95792094990588
10396,148.0643355293482
10397,159.53834153815643
10398,169.4639643335658
10399,177.14624416212308
10400,182.0457013027238
10401,184.89925514120603
10402,186.69429205287315
10403,188.33625301192967
10404,190.7480397136235
10405,193.5919732411459
10406,196.5950183311642
10407,199.20713530469277
10408,201.22885565364513
10409,202.71790755549998
10410,204.0588674461608
10411,205.6277489974954
10412,207.4449264437636
10413,209.17018400857225
10414,210.02914322222966
10415,209.439413215257
10416,206.97132186374392
10417,202.84053378749454
10418,197.45353537497704
10419,191.35880034135374
10420,184.82844538691242
10421,178.25704323207745
10422,172.0116306557143
10423,166.50752297250506
10424,161.9302769927488
10425,158.30347525110352
10426,155.41902530004188
10427,153.21924946757315
10428,151.60023358193598
10429,150.88080221270724
10430,151.16892010340803
10431,152.79901405438542
10432,155.90201160364907
10433,159.99053640431364
10434,164.86360304075356
10435,169.94344304817326
10436,174.81771088867578
10437,179.5042731148657
10438,183.76122516687406
10439,187.67030825460992
10440,190.984067068841
10441,193.3548472945385
10442,194.35978890125128
10443,193.55360562059366
10444,190.5167634730608
10445,185.56199728163878
10446,179.2711901423596
10447,172.05480201388173
10448,164.3124985919814
10449,158.47612059189706
10450,152.36007242159394
10451,148.28256467624323
10452,146.7552891406187
10453,146.5351605845292
10454,145.93953914869843
10455,143.51797956692008
10456,138.01948231521465
10457,130.33288526068117
10458,121.79202999047318
10459,113.67656944899063
10460,106.86817118781718
10461,101.56127091945558
10462,97.08390547130327
10463,92.71468857293422
10464,88.21711255169038
10465,83.72508726323336
10466,79.56095922244728
10467,76.05466668984603
10468,73.51464845799643
10469,71.69201660014235
10470,70.29502853341958
10471,69.04729855446159
10472,67.66702371550453
10473,66.26206544176854
10474,65.08616998395583
10475,64.2182225048057
10476,63.794713809148405
10477,63.76031565584458
10478,63.946867455210885
10479,64.18020399790075
10480,64.35497705117142
10481,64.5711660506458
10482,64.84070335895612
10483,65.44680330553817
10484,66.32797223160917
10485,67.77799898367823
10486,69.89388116548491
10487,72.92823446298677
10488,76.99422275755892
10489,82.20654824528415
10490,88.82625025996326
10491,95.52692077144873
10492,105.15083752828737
10493,115.73798124593873
10494,126.59974960937436
10495,137.03736062933177
10496,146.50954253751155
10497,154.67837602255997
10498,161.60245440265012
10499,167.07853038742527
10500,171.1601306665563
10501,174.42253162876932
10502,177.54426758650152
10503,181.15640684615286
10504,185.72937860816995
10505,190.64545327860995
10506,195.18363421627984
10507,198.23470314636944
10508,199.3082932140751
10509,198.07177037813807
10510,194.4393906449388
10511,188.34985597057164
10512,179.87361876701425
10513,170.1842437926441
10514,160.49303947858058
10515,152.16588259822666
10516,146.18216054571818
10517,142.09556905800264
10518,139.01235740075134
10519,136.23884509341272
10520,133.06741873340354
10521,129.5829362988525
10522,126.04018691163118
10523,122.55221243298034
10524,119.37369390652789
10525,116.8446570682383
10526,115.47776225954632
10527,115.47655854842101
10528,117.15837379777952
10529,120.2907995559421
10530,124.65063725298054
10531,129.81411942491042
10532,135.5128867831942
10533,141.51883090200593
10534,147.5420214813085
10535,153.5118578989473
10536,158.96825252005831
10537,163.57665086145644
10538,166.70435275294906
10539,167.81749428301168
10540,166.55418987481832
10541,163.63383756481005
10542,159.91888221719162
10543,156.39954152588663
10544,153.60840937319927
10545,152.75452640164679
10546,150.36934377574389
10547,147.37569817314855
10548,143.2361324575335
10549,138.1061273390596
10550,132.0540668674614
10551,125.22998976194727
10552,117.86920399052356
10553,110.3342077228523
10554,102.96979985754142
10555,96.36751276201318
10556,106.60335553937618
10557,101.31516626861848
10558,96.85367690857616
10559,92.50005647450558
10560,88.01835654137173
10561,83.54221031574613
10562,79.39282499421681
10563,75.89900844316571
10564,73.36806311158514
10565,71.5519518430391
10566,70.15950022645082
10567,68.91517332877407
10568,67.53801897256523
10569,66.13589560832317
10570,64.961984289684
10571,64.09545575264151
10572,63.672512254050154
10573,63.63811410074633
10574,63.82438032685827
10575,64.05743724573657
10576,64.23221029900724
10577,64.4483992984816
10578,64.7182162306035
10579,65.32403655337399
10580,66.20463433293624
10581,67.65239434729878
10582,69.76345748043799
10583,72.78902047620382
10584,76.84139942037253
10585,82.03529650902682
10586,87.16822018220996
10587,95.30265057568516
10588,104.89254246915446
10589,115.4422582421552
10590,126.26518566827541
10591,136.66451797326195
10592,146.10069087889877
10593,154.23748661447274
10594,161.13377812196865
10595,166.5877400278587
10596,170.65317864562536
10597,173.90338622482113
10598,177.01406514311074
10599,180.61372842121182
10600,185.17082409511897
10601,190.0698863338743
10602,194.59247378196716
10603,197.63305086968015
10604,198.70295525757155
10605,197.4712544450234
10606,193.85248406222766
10607,187.78591423706592
10608,179.34171478298288
10609,169.68919958147598
10610,160.0345724417428
10611,151.73888811379726
10612,145.77728014017396
10613,141.70543137171515
10614,138.63271155684046
10615,135.8682721497708
10616,132.7070520588839
10617,129.23391223702976
10618,125.70278806103832
10619,122.22643581889601
10620,119.0589743318861
10621,116.53929596711986
10622,115.17835357594862
10623,115.17913400399688
10624,116.85783174532855
10625,119.98232094679683
10626,124.32967968756364
10627,129.47672057431757
10628,135.15564059142278
10629,141.13975025516098
10630,147.14082675557844
10631,153.08939688993107
10632,158.52736311197108
10633,163.12130133264546
10634,166.24049849565642
10635,167.35250665686584
10636,166.09628803504646
10637,163.18841170658834
10638,159.48735128262783
10639,155.97935022929826
10640,153.194738665919
10641,152.3442587756478
10642,149.96219365777168
10643,146.97450344741844
10644,142.84627736977896
10645,137.73243391266945
10646,131.70050635550416
10647,124.89967669772841
10648,117.56412548793809
10649,110.0552145522205
10650,102.71689201886326
10651,96.13870314139372
10652,96.74408679539782
10653,89.90747104937007
10654,83.83977123136175
10655,78.95818396618843
10656,75.48030465413628
10657,73.13190646620455
10658,71.62665945609513
10659,70.53259141078019
10660,69.63130378605213
10661,68.76954330258302
10662,68.06092049245376
10663,67.4162424816002
10664,66.78442295383594
10665,66.37797521059156
10666,66.12206508868617
10667,66.20634460733883
10668,66.51337460073175
10669,67.22167778137492
10670,68.24307234336358
10671,69.35545769561097
10672,70.93984471870822
10673,73.35318957951422
10674,77.40510976260647
10675,83.89305679750294
10676,93.31898545822888
10677,104.46990111303639
10678,116.12316002035296
10679,126.75473818449804
10680,136.11812262102956
10681,144.23974412301575
10682,150.05556390523077
10683,157.22362496798178
10684,164.5010354246101
10685,171.3464271621824
10686,177.24113760144502
10687,181.30427082243742
10688,183.22140461413412
10689,183.40776215193102
10690,182.5303349916979
10691,181.3809731153243
10692,180.58806967851237
10693,180.12438869807758
10694,180.18953035065664
10695,180.63975164491458
10696,181.47197721013222
10697,182.82372849466734
10698,184.67725145170826
10699,187.0516343133417
10700,189.8895212045224
10701,192.3053150587502
10702,193.56367300622364
10703,192.6941812885043
10704,189.13717724679987
10705,183.8179972893905
10706,177.8004690523768
10707,172.2672636336173
10708,168.19111007724388
10709,165.40942343702696
10710,163.35891736622173
10711,161.79145552787472
10712,160.2072516001878
10713,158.64375627685806
10714,156.97483943925607
10715,155.2389494725208
10716,153.38333092961702
10717,151.91087043104088
10718,151.04420671830587
10719,151.23442483560956
10720,152.8055161236548
10721,155.49668399377376
10722,158.81618476905453
10723,162.52786079708557
10724,166.28895381987724
10725,169.84199806626697
10726,173.25136529832153
10727,176.31675723404595
10728,179.01565409939852
10729,180.93748093131674
10730,181.80196103359205
10731,181.20131673199074
10732,178.9133083383299
10733,175.59523076585413
10734,171.78493830127223
10735,168.0994583760311
10736,165.10207350895197
10737,163.87653169361013
10738,161.04460777069505
10739,157.4283995519097
10740,152.75019992094994
10741,147.07635393078266
10742,140.64024971279247
10743,133.68215248062393
10744,126.377269758827
10745,118.99922057751058
10746,111.50233747352218
10747,104.06842371744294
10748,96.52526331451705
10749,89.71170760877952
10750,83.6642596940601
10751,78.79898580104255
10752,75.33263948385688
10753,72.99211538347008
10754,71.49193432390427
10755,70.40152221118953
10756,69.50332829671714
10757,68.64437892497071
10758,67.93772538040803
10759,67.2944544127765
10760,66.66347673116836
10761,66.25702898792397
10762,66.00083924220702
10763,66.08455653851514
10764,66.39130690809648
10765,67.09876229314075
10766,68.11875278662876
10767,69.22916887330956
10768,70.80961736527368
10769,73.21565036087928
10770,77.25406828353847
10771,83.71979712430084
10772,93.11394386159274
10773,104.22716682154508
10774,115.84161156403881
10775,126.43859371830578
10776,135.7755388310371
10777,143.8783154729564
10778,149.68176041414884
10779,156.84194441463353
10780,164.11513969103854
10781,170.95912438538875
10782,176.85383482465136
10783,180.91808951561148
10784,182.83635072671854
10785,183.02411530773762
10786,182.14865443834967
10787,181.00182404988718
10788,180.2120172980523
10789,179.75198927549633
10790,179.8199450145194
10791,180.27213557434393
10792,181.1046407633732
10793,182.45386353471858
10794,184.3014786950597
10795,186.66545300651572
10796,189.48843356876273
10797,191.88847924790068
10798,193.1338941825642
10799,192.25878024139948
10800,188.70627695317273
10801,183.39918923825297
10802,177.39769474958354
10803,171.8810823267913
10804,167.81871065466262
10805,165.04827441077924
10806,163.0078972663398
10807,161.4497165587598
10808,159.87507636037276
10809,158.32086216780996
10810,156.66066423863037
10811,154.93236576090712
10812,153.08265501470305
10813,151.61357082491554
10814,150.74746933452505
10815,150.93487634010606
10816,152.49865278822952
10817,155.17857026201497
10818,158.48344730689496
10819,162.17684069720366
10820,165.91655439729593
10821,169.4465356286741
10822,172.83199502483953
10823,175.87432394555233
10824,178.55184446292694
10825,180.4562305032789
10826,181.3091805854091
10827,180.70488035120763
10828,178.42249715571353
10829,175.11566997957135
10830,171.31887680070105
10831,167.6452124688594
10832,164.6551394669807
10833,163.43437802892808
10834,160.60752005655667
10835,157.00002777147233
10836,152.3361752218231
10837,146.6817363140673
10838,140.26869808581006
10839,133.3356331342197
10840,126.0566245391571
10841,118.70445245929636
10842,111.2334464567636
10843,103.82484757979555
10844,96.30739174448416
10845,89.51680088795203
10846,83.48951563487958
10847,78.64048372070417
10848,75.18561982812122
10849,72.85293709334394
10850,71.35779521182917
10851,70.27102415810761
10852,69.37590908028386
10853,68.51976189609593
10854,67.81506869293563
10855,67.17319584436194
10856,66.5430600089099
10857,66.13661226566552
10858,65.880142896137
10859,65.96329797010058
10860,66.26976871587034
10861,66.97638522947993
10862,67.9949776039101
10863,69.10343037446712
10864,70.67996115834787
10865,73.0787120359671
10866,77.10368719262121
10867,83.54729303033425
10868,92.90979468137651
10869,103.9854945055935
10870,115.5612946423842
10871,126.12382952284302
10872,135.43445132590864
10873,143.5184663999603
10874,149.30959004511533
10875,156.46193267999047
10876,163.73092467505776
10877,170.57350827562877
10878,176.46821871489138
10879,180.53359785054053
10880,182.45297755689396
10881,182.64214323169213
10882,181.76864270370663
10883,180.62433190426964
10884,179.83760398908345
10885,179.38121702552064
10886,179.45197495210218
10887,179.90612585332912
10888,180.73891066616994
10889,182.0856108737684
10890,183.9273479846238
10891,186.28096134144482
10892,189.08909804390746
10893,191.4734609918264
10894,192.70599538282931
10895,191.82528004126905
10896,188.2772566834702
10897,182.9822136154977
10898,176.99667850713746
10899,171.4965906617204
10900,167.44793840468694
10901,164.68870496159468
10902,162.65840914797877
10903,161.1094679250661
10904,159.54434980987938
10905,157.99937807670534
10906,156.34786038457
10907,154.6271236486446
10908,152.78329392664776
10909,151.31757117204185
10910,150.4520259545531
10911,150.63663374729705
10912,152.1931310521555
10913,154.8618457251498
10914,158.15216150877842
10915,161.8273525788426
10916,165.54578214732024
10917,169.05280150421436
10918,172.4144571797397
10919,175.43382422596846
10920,178.09005763700705
10921,179.977086177992
10922,180.81855086079807
10923,180.21060956760346
10924,177.93383074722632
10925,174.6382063718752
10926,170.85485298428864
10927,167.19294772613986
10928,164.2101598169689
10929,162.99415793315583
10930,160.17233913883538
10931,156.5735300655167
10932,151.92395617858588
10933,146.2888410610423
10934,139.8987647072691
10935,132.99062494628652
10936,125.73738041326642
10937,118.41097239544818
10938,110.96572748023655
10939,103.58233341768782
10940,96.09052563028436
10941,89.32279253298725
10942,83.31557772519835
10943,78.48271342183013
