,wind_speed,temperature,roughness_length,pressure
,10,2,0,0
time,,,,
2015-01-01 01:15:00+01:00,5.47,275.15,0.15,1030.73
2015-01-01 01:30:00+01:00,5.52,275.15,0.15,1030.73
2015-01-01 01:45:00+01:00,5.57,275.15,0.15,1030.72
2015-01-01 02:00:00+01:00,5.62,275.15,0.15,1030.72
2015-01-01 02:15:00+01:00,5.65,275.14,0.15,1030.7
2015-01-01 02:30:00+01:00,5.69,275.12,0.15,1030.68
2015-01-01 02:45:00+01:00,5.73,275.11,0.15,1030.67
2015-01-01 03:00:00+01:00,5.77,275.09,0.15,1030.65
2015-01-01 03:15:00+01:00,5.83,275.07,0.15,1030.63
2015-01-01 03:30:00+01:00,5.9,275.05,0.15,1030.62
2015-01-01 03:45:00+01:00,5.97,275.03,0.15,1030.6
2015-01-01 04:00:00+01:00,6.04,275.01,0.15,1030.59
2015-01-01 04:15:00+01:00,6.06,274.97,0.15,1030.47
2015-01-01 04:30:00+01:00,6.09,274.92,0.15,1030.36
2015-01-01 04:45:00+01:00,6.11,274.88,0.15,1030.24
2015-01-01 05:00:00+01:00,6.14,274.84,0.15,1030.13
2015-01-01 05:15:00+01:00,6.19,274.79,0.15,1030.01
2015-01-01 05:30:00+01:00,6.23,274.74,0.15,1029.88
2015-01-01 05:45:00+01:00,6.28,274.69,0.15,1029.76
2015-01-01 06:00:00+01:00,6.33,274.64,0.15,1029.63
2015-01-01 06:15:00+01:00,6.36,274.6,0.15,1029.64
2015-01-01 06:30:00+01:00,6.39,274.55,0.15,1029.64
2015-01-01 06:45:00+01:00,6.42,274.5,0.15,1029.64
2015-01-01 07:00:00+01:00,6.46,274.46,0.15,1029.64
2015-01-01 07:15:00+01:00,6.47,274.4,0.15,1029.71
2015-01-01 07:30:00+01:00,6.48,274.34,0.15,1029.78
2015-01-01 07:45:00+01:00,6.5,274.28,0.15,1029.84
2015-01-01 08:00:00+01:00,6.51,274.23,0.15,1029.91
2015-01-01 08:15:00+01:00,6.54,274.16,0.15,1030.01
2015-01-01 08:30:00+01:00,6.56,274.1,0.15,1030.12
2015-01-01 08:45:00+01:00,6.59,274.04,0.15,1030.22
2015-01-01 09:00:00+01:00,6.61,273.98,0.15,1030.32
2015-01-01 09:15:00+01:00,6.79,273.96,0.15,1030.27
2015-01-01 09:30:00+01:00,6.96,273.94,0.15,1030.22
2015-01-01 09:45:00+01:00,7.14,273.92,0.15,1030.16
2015-01-01 10:00:00+01:00,7.31,273.9,0.15,1030.11
2015-01-01 10:15:00+01:00,7.43,274.01,0.15,1030.0
2015-01-01 10:30:00+01:00,7.56,274.13,0.15,1029.89
2015-01-01 10:45:00+01:00,7.68,274.24,0.15,1029.79
2015-01-01 11:00:00+01:00,7.81,274.35,0.15,1029.68
2015-01-01 11:15:00+01:00,7.59,274.48,0.15,1029.53
2015-01-01 11:30:00+01:00,7.36,274.61,0.15,1029.37
2015-01-01 11:45:00+01:00,7.14,274.74,0.15,1029.21
2015-01-01 12:00:00+01:00,6.92,274.87,0.15,1029.05
2015-01-01 12:15:00+01:00,6.99,274.99,0.15,1028.79
2015-01-01 12:30:00+01:00,7.06,275.1,0.15,1028.52
2015-01-01 12:45:00+01:00,7.13,275.21,0.15,1028.25
2015-01-01 13:00:00+01:00,7.21,275.32,0.15,1027.99
2015-01-01 13:15:00+01:00,7.19,275.45,0.15,1027.85
2015-01-01 13:30:00+01:00,7.18,275.58,0.15,1027.71
2015-01-01 13:45:00+01:00,7.18,275.7,0.15,1027.57
2015-01-01 14:00:00+01:00,7.17,275.83,0.15,1027.43
2015-01-01 14:15:00+01:00,7.11,275.85,0.15,1027.27
2015-01-01 14:30:00+01:00,7.05,275.86,0.15,1027.12
2015-01-01 14:45:00+01:00,6.99,275.88,0.15,1026.96
2015-01-01 15:00:00+01:00,6.92,275.9,0.15,1026.81
2015-01-01 15:15:00+01:00,6.95,275.81,0.15,1026.57
2015-01-01 15:30:00+01:00,6.99,275.72,0.15,1026.34
2015-01-01 15:45:00+01:00,7.03,275.63,0.15,1026.1
2015-01-01 16:00:00+01:00,7.07,275.54,0.15,1025.86
2015-01-01 16:15:00+01:00,7.15,275.46,0.15,1025.67
2015-01-01 16:30:00+01:00,7.22,275.37,0.15,1025.48
2015-01-01 16:45:00+01:00,7.3,275.29,0.15,1025.28
2015-01-01 17:00:00+01:00,7.37,275.21,0.15,1025.09
2015-01-01 17:15:00+01:00,7.46,275.19,0.15,1024.96
2015-01-01 17:30:00+01:00,7.54,275.17,0.15,1024.82
2015-01-01 17:45:00+01:00,7.63,275.15,0.15,1024.69
2015-01-01 18:00:00+01:00,7.71,275.12,0.15,1024.55
2015-01-01 18:15:00+01:00,7.85,275.13,0.15,1024.34
2015-01-01 18:30:00+01:00,7.98,275.13,0.15,1024.13
2015-01-01 18:45:00+01:00,8.12,275.13,0.15,1023.91
2015-01-01 19:00:00+01:00,8.25,275.13,0.15,1023.7
2015-01-01 19:15:00+01:00,8.46,275.15,0.15,1023.4
2015-01-01 19:30:00+01:00,8.66,275.16,0.15,1023.1
2015-01-01 19:45:00+01:00,8.86,275.17,0.15,1022.8
2015-01-01 20:00:00+01:00,9.07,275.18,0.15,1022.5
2015-01-01 20:15:00+01:00,9.3,275.22,0.15,1022.24
2015-01-01 20:30:00+01:00,9.54,275.26,0.15,1021.97
2015-01-01 20:45:00+01:00,9.78,275.3,0.15,1021.7
2015-01-01 21:00:00+01:00,10.01,275.34,0.15,1021.43
2015-01-01 21:15:00+01:00,10.17,275.36,0.15,1021.15
2015-01-01 21:30:00+01:00,10.33,275.39,0.15,1020.87
2015-01-01 21:45:00+01:00,10.5,275.42,0.15,1020.59
2015-01-01 22:00:00+01:00,10.66,275.44,0.15,1020.3
2015-01-01 22:15:00+01:00,10.8,275.47,0.15,1020.03
2015-01-01 22:30:00+01:00,10.94,275.49,0.15,1019.76
2015-01-01 22:45:00+01:00,11.08,275.51,0.15,1019.49
2015-01-01 23:00:00+01:00,11.23,275.53,0.15,1019.21
2015-01-01 23:15:00+01:00,11.44,275.6,0.15,1018.95
2015-01-01 23:30:00+01:00,11.66,275.67,0.15,1018.68
2015-01-01 23:45:00+01:00,11.89,275.74,0.15,1018.42
2015-01-02 00:00:00+01:00,12.11,275.8,0.15,1018.15
2015-01-02 00:15:00+01:00,12.17,275.83,0.15,1017.83
2015-01-02 00:30:00+01:00,12.22,275.86,0.15,1017.5
2015-01-02 00:45:00+01:00,12.27,275.88,0.15,1017.18
2015-01-02 01:00:00+01:00,12.32,275.91,0.15,1016.86
2015-01-02 01:15:00+01:00,12.39,275.94,0.15,1016.52
2015-01-02 01:30:00+01:00,12.46,275.97,0.15,1016.18
2015-01-02 01:45:00+01:00,12.53,276.0,0.15,1015.84
2015-01-02 02:00:00+01:00,12.6,276.03,0.15,1015.5
2015-01-02 02:15:00+01:00,12.67,276.09,0.15,1015.22
2015-01-02 02:30:00+01:00,12.73,276.14,0.15,1014.94
2015-01-02 02:45:00+01:00,12.79,276.2,0.15,1014.66
2015-01-02 03:00:00+01:00,12.86,276.26,0.15,1014.38
2015-01-02 03:15:00+01:00,12.86,276.33,0.15,1014.13
2015-01-02 03:30:00+01:00,12.86,276.4,0.15,1013.88
2015-01-02 03:45:00+01:00,12.87,276.46,0.15,1013.63
2015-01-02 04:00:00+01:00,12.88,276.53,0.15,1013.39
2015-01-02 04:15:00+01:00,12.93,276.62,0.15,1013.14
2015-01-02 04:30:00+01:00,12.99,276.71,0.15,1012.9
2015-01-02 04:45:00+01:00,13.06,276.8,0.15,1012.65
2015-01-02 05:00:00+01:00,13.13,276.89,0.15,1012.41
2015-01-02 05:15:00+01:00,13.14,276.99,0.15,1012.28
2015-01-02 05:30:00+01:00,13.15,277.08,0.15,1012.14
2015-01-02 05:45:00+01:00,13.17,277.17,0.15,1012.01
2015-01-02 06:00:00+01:00,13.2,277.27,0.15,1011.88
2015-01-02 06:15:00+01:00,13.14,277.43,0.15,1011.84
2015-01-02 06:30:00+01:00,13.09,277.59,0.15,1011.8
2015-01-02 06:45:00+01:00,13.06,277.75,0.15,1011.76
2015-01-02 07:00:00+01:00,13.04,277.9,0.15,1011.72
2015-01-02 07:15:00+01:00,12.78,278.17,0.15,1011.81
2015-01-02 07:30:00+01:00,12.54,278.44,0.15,1011.91
2015-01-02 07:45:00+01:00,12.31,278.71,0.15,1012.0
2015-01-02 08:00:00+01:00,12.1,278.98,0.15,1012.1
2015-01-02 08:15:00+01:00,11.82,279.21,0.15,1012.3
2015-01-02 08:30:00+01:00,11.56,279.44,0.15,1012.5
2015-01-02 08:45:00+01:00,11.33,279.67,0.15,1012.7
2015-01-02 09:00:00+01:00,11.11,279.9,0.15,1012.9
2015-01-02 09:15:00+01:00,10.92,279.96,0.15,1013.16
2015-01-02 09:30:00+01:00,10.73,280.02,0.15,1013.42
2015-01-02 09:45:00+01:00,10.56,280.07,0.15,1013.68
2015-01-02 10:00:00+01:00,10.39,280.13,0.15,1013.94
2015-01-02 10:15:00+01:00,10.45,280.19,0.15,1014.24
2015-01-02 10:30:00+01:00,10.5,280.24,0.15,1014.54
2015-01-02 10:45:00+01:00,10.56,280.3,0.15,1014.85
2015-01-02 11:00:00+01:00,10.63,280.36,0.15,1015.15
2015-01-02 11:15:00+01:00,10.7,280.42,0.15,1015.4
2015-01-02 11:30:00+01:00,10.77,280.49,0.15,1015.66
2015-01-02 11:45:00+01:00,10.84,280.55,0.15,1015.92
2015-01-02 12:00:00+01:00,10.92,280.62,0.15,1016.18
2015-01-02 12:15:00+01:00,11.02,280.64,0.15,1016.31
2015-01-02 12:30:00+01:00,11.12,280.66,0.15,1016.45
2015-01-02 12:45:00+01:00,11.22,280.69,0.15,1016.58
2015-01-02 13:00:00+01:00,11.32,280.71,0.15,1016.72
2015-01-02 13:15:00+01:00,11.3,280.69,0.15,1016.79
2015-01-02 13:30:00+01:00,11.28,280.66,0.15,1016.86
2015-01-02 13:45:00+01:00,11.26,280.63,0.15,1016.93
2015-01-02 14:00:00+01:00,11.25,280.61,0.15,1017.0
2015-01-02 14:15:00+01:00,11.23,280.5,0.15,1017.1
2015-01-02 14:30:00+01:00,11.21,280.4,0.15,1017.21
2015-01-02 14:45:00+01:00,11.2,280.3,0.15,1017.31
2015-01-02 15:00:00+01:00,11.18,280.2,0.15,1017.42
2015-01-02 15:15:00+01:00,11.22,280.03,0.15,1017.59
2015-01-02 15:30:00+01:00,11.27,279.87,0.15,1017.76
2015-01-02 15:45:00+01:00,11.31,279.7,0.15,1017.93
2015-01-02 16:00:00+01:00,11.35,279.53,0.15,1018.1
2015-01-02 16:15:00+01:00,11.29,279.35,0.15,1018.3
2015-01-02 16:30:00+01:00,11.22,279.17,0.15,1018.49
2015-01-02 16:45:00+01:00,11.15,278.99,0.15,1018.69
2015-01-02 17:00:00+01:00,11.09,278.81,0.15,1018.88
2015-01-02 17:15:00+01:00,11.1,278.77,0.15,1019.15
2015-01-02 17:30:00+01:00,11.12,278.74,0.15,1019.41
2015-01-02 17:45:00+01:00,11.14,278.7,0.15,1019.68
2015-01-02 18:00:00+01:00,11.16,278.67,0.15,1019.94
2015-01-02 18:15:00+01:00,11.13,278.66,0.15,1020.11
2015-01-02 18:30:00+01:00,11.11,278.65,0.15,1020.28
2015-01-02 18:45:00+01:00,11.08,278.64,0.15,1020.45
2015-01-02 19:00:00+01:00,11.06,278.63,0.15,1020.62
2015-01-02 19:15:00+01:00,10.96,278.57,0.15,1020.7
2015-01-02 19:30:00+01:00,10.87,278.52,0.15,1020.78
2015-01-02 19:45:00+01:00,10.77,278.46,0.15,1020.86
2015-01-02 20:00:00+01:00,10.68,278.4,0.15,1020.94
2015-01-02 20:15:00+01:00,10.64,278.35,0.15,1020.98
2015-01-02 20:30:00+01:00,10.61,278.3,0.15,1021.02
2015-01-02 20:45:00+01:00,10.57,278.25,0.15,1021.06
2015-01-02 21:00:00+01:00,10.53,278.2,0.15,1021.1
2015-01-02 21:15:00+01:00,10.54,278.14,0.15,1021.2
2015-01-02 21:30:00+01:00,10.55,278.09,0.15,1021.29
2015-01-02 21:45:00+01:00,10.56,278.03,0.15,1021.38
2015-01-02 22:00:00+01:00,10.57,277.97,0.15,1021.48
2015-01-02 22:15:00+01:00,10.54,277.88,0.15,1021.63
2015-01-02 22:30:00+01:00,10.52,277.8,0.15,1021.79
2015-01-02 22:45:00+01:00,10.5,277.71,0.15,1021.94
2015-01-02 23:00:00+01:00,10.47,277.63,0.15,1022.1
2015-01-02 23:15:00+01:00,10.44,277.54,0.15,1022.26
2015-01-02 23:30:00+01:00,10.41,277.46,0.15,1022.42
2015-01-02 23:45:00+01:00,10.37,277.37,0.15,1022.58
2015-01-03 00:00:00+01:00,10.34,277.29,0.15,1022.74
2015-01-03 00:15:00+01:00,10.33,277.28,0.15,1022.85
2015-01-03 00:30:00+01:00,10.32,277.27,0.15,1022.96
2015-01-03 00:45:00+01:00,10.31,277.26,0.15,1023.07
2015-01-03 01:00:00+01:00,10.3,277.25,0.15,1023.17
2015-01-03 01:15:00+01:00,10.27,277.32,0.15,1023.24
2015-01-03 01:30:00+01:00,10.24,277.4,0.15,1023.31
2015-01-03 01:45:00+01:00,10.21,277.48,0.15,1023.37
2015-01-03 02:00:00+01:00,10.18,277.55,0.15,1023.44
2015-01-03 02:15:00+01:00,9.99,277.61,0.15,1023.39
2015-01-03 02:30:00+01:00,9.8,277.68,0.15,1023.35
2015-01-03 02:45:00+01:00,9.61,277.74,0.15,1023.3
2015-01-03 03:00:00+01:00,9.42,277.8,0.15,1023.25
2015-01-03 03:15:00+01:00,9.2,277.78,0.15,1023.1
2015-01-03 03:30:00+01:00,8.98,277.76,0.15,1022.96
2015-01-03 03:45:00+01:00,8.77,277.74,0.15,1022.81
2015-01-03 04:00:00+01:00,8.57,277.72,0.15,1022.66
2015-01-03 04:15:00+01:00,8.44,277.64,0.15,1022.45
2015-01-03 04:30:00+01:00,8.33,277.55,0.15,1022.25
2015-01-03 04:45:00+01:00,8.24,277.46,0.15,1022.05
2015-01-03 05:00:00+01:00,8.17,277.38,0.15,1021.85
2015-01-03 05:15:00+01:00,8.14,277.22,0.15,1021.56
2015-01-03 05:30:00+01:00,8.13,277.07,0.15,1021.28
2015-01-03 05:45:00+01:00,8.14,276.91,0.15,1021.0
2015-01-03 06:00:00+01:00,8.16,276.76,0.15,1020.72
2015-01-03 06:15:00+01:00,8.22,276.65,0.15,1020.49
2015-01-03 06:30:00+01:00,8.28,276.54,0.15,1020.26
2015-01-03 06:45:00+01:00,8.35,276.43,0.15,1020.04
2015-01-03 07:00:00+01:00,8.42,276.32,0.15,1019.81
2015-01-03 07:15:00+01:00,8.47,276.26,0.15,1019.63
2015-01-03 07:30:00+01:00,8.52,276.2,0.15,1019.44
2015-01-03 07:45:00+01:00,8.57,276.14,0.15,1019.26
2015-01-03 08:00:00+01:00,8.62,276.08,0.15,1019.08
2015-01-03 08:15:00+01:00,8.66,276.05,0.15,1018.9
2015-01-03 08:30:00+01:00,8.69,276.03,0.15,1018.71
2015-01-03 08:45:00+01:00,8.73,276.0,0.15,1018.53
2015-01-03 09:00:00+01:00,8.76,275.97,0.15,1018.35
2015-01-03 09:15:00+01:00,8.79,276.0,0.15,1018.17
2015-01-03 09:30:00+01:00,8.81,276.03,0.15,1017.99
2015-01-03 09:45:00+01:00,8.83,276.06,0.15,1017.82
2015-01-03 10:00:00+01:00,8.86,276.09,0.15,1017.64
2015-01-03 10:15:00+01:00,8.87,276.18,0.15,1017.46
2015-01-03 10:30:00+01:00,8.89,276.27,0.15,1017.28
2015-01-03 10:45:00+01:00,8.91,276.36,0.15,1017.11
2015-01-03 11:00:00+01:00,8.93,276.45,0.15,1016.93
2015-01-03 11:15:00+01:00,8.93,276.57,0.15,1016.77
2015-01-03 11:30:00+01:00,8.94,276.69,0.15,1016.6
2015-01-03 11:45:00+01:00,8.95,276.81,0.15,1016.44
2015-01-03 12:00:00+01:00,8.96,276.93,0.15,1016.27
2015-01-03 12:15:00+01:00,8.95,277.01,0.15,1016.01
2015-01-03 12:30:00+01:00,8.94,277.1,0.15,1015.75
2015-01-03 12:45:00+01:00,8.93,277.19,0.15,1015.48
2015-01-03 13:00:00+01:00,8.92,277.28,0.15,1015.22
2015-01-03 13:15:00+01:00,8.91,277.3,0.15,1014.92
2015-01-03 13:30:00+01:00,8.91,277.32,0.15,1014.63
2015-01-03 13:45:00+01:00,8.9,277.34,0.15,1014.34
2015-01-03 14:00:00+01:00,8.89,277.36,0.15,1014.04
2015-01-03 14:15:00+01:00,8.82,277.32,0.15,1013.79
2015-01-03 14:30:00+01:00,8.74,277.27,0.15,1013.55
2015-01-03 14:45:00+01:00,8.67,277.23,0.15,1013.3
2015-01-03 15:00:00+01:00,8.59,277.18,0.15,1013.05
2015-01-03 15:15:00+01:00,8.47,277.09,0.15,1012.83
2015-01-03 15:30:00+01:00,8.34,277.0,0.15,1012.61
2015-01-03 15:45:00+01:00,8.22,276.91,0.15,1012.39
2015-01-03 16:00:00+01:00,8.1,276.83,0.15,1012.17
2015-01-03 16:15:00+01:00,8.03,276.76,0.15,1012.05
2015-01-03 16:30:00+01:00,7.96,276.69,0.15,1011.92
2015-01-03 16:45:00+01:00,7.89,276.62,0.15,1011.8
2015-01-03 17:00:00+01:00,7.83,276.55,0.15,1011.67
2015-01-03 17:15:00+01:00,7.73,276.52,0.15,1011.6
2015-01-03 17:30:00+01:00,7.64,276.49,0.15,1011.52
2015-01-03 17:45:00+01:00,7.55,276.45,0.15,1011.45
2015-01-03 18:00:00+01:00,7.46,276.42,0.15,1011.37
2015-01-03 18:15:00+01:00,7.39,276.4,0.15,1011.36
2015-01-03 18:30:00+01:00,7.33,276.38,0.15,1011.34
2015-01-03 18:45:00+01:00,7.27,276.37,0.15,1011.32
2015-01-03 19:00:00+01:00,7.22,276.35,0.15,1011.3
2015-01-03 19:15:00+01:00,7.16,276.39,0.15,1011.4
2015-01-03 19:30:00+01:00,7.12,276.43,0.15,1011.5
2015-01-03 19:45:00+01:00,7.12,276.47,0.15,1011.6
2015-01-03 20:00:00+01:00,7.14,276.51,0.15,1011.7
2015-01-03 20:15:00+01:00,7.04,276.53,0.15,1011.89
2015-01-03 20:30:00+01:00,6.99,276.56,0.15,1012.09
2015-01-03 20:45:00+01:00,6.98,276.58,0.15,1012.28
2015-01-03 21:00:00+01:00,7.02,276.61,0.15,1012.47
2015-01-03 21:15:00+01:00,7.06,276.54,0.15,1012.73
2015-01-03 21:30:00+01:00,7.12,276.47,0.15,1012.98
2015-01-03 21:45:00+01:00,7.2,276.4,0.15,1013.23
2015-01-03 22:00:00+01:00,7.29,276.33,0.15,1013.48
2015-01-03 22:15:00+01:00,7.35,276.33,0.15,1013.75
2015-01-03 22:30:00+01:00,7.41,276.33,0.15,1014.03
2015-01-03 22:45:00+01:00,7.48,276.33,0.15,1014.3
2015-01-03 23:00:00+01:00,7.54,276.34,0.15,1014.58
2015-01-03 23:15:00+01:00,7.56,276.39,0.15,1014.8
2015-01-03 23:30:00+01:00,7.59,276.44,0.15,1015.03
2015-01-03 23:45:00+01:00,7.62,276.5,0.15,1015.26
2015-01-04 00:00:00+01:00,7.65,276.55,0.15,1015.48
2015-01-04 00:15:00+01:00,7.68,276.61,0.15,1015.68
2015-01-04 00:30:00+01:00,7.71,276.68,0.15,1015.88
2015-01-04 00:45:00+01:00,7.74,276.74,0.15,1016.08
2015-01-04 01:00:00+01:00,7.78,276.8,0.15,1016.27
2015-01-04 01:15:00+01:00,7.79,276.86,0.15,1016.53
2015-01-04 01:30:00+01:00,7.8,276.91,0.15,1016.79
2015-01-04 01:45:00+01:00,7.82,276.96,0.15,1017.05
2015-01-04 02:00:00+01:00,7.83,277.01,0.15,1017.3
2015-01-04 02:15:00+01:00,7.84,277.05,0.15,1017.57
2015-01-04 02:30:00+01:00,7.85,277.08,0.15,1017.83
2015-01-04 02:45:00+01:00,7.87,277.11,0.15,1018.1
2015-01-04 03:00:00+01:00,7.88,277.15,0.15,1018.36
2015-01-04 03:15:00+01:00,7.78,277.14,0.15,1018.57
2015-01-04 03:30:00+01:00,7.69,277.13,0.15,1018.77
2015-01-04 03:45:00+01:00,7.59,277.12,0.15,1018.97
2015-01-04 04:00:00+01:00,7.5,277.11,0.15,1019.18
2015-01-04 04:15:00+01:00,7.54,277.11,0.15,1019.32
2015-01-04 04:30:00+01:00,7.58,277.11,0.15,1019.46
2015-01-04 04:45:00+01:00,7.63,277.11,0.15,1019.6
2015-01-04 05:00:00+01:00,7.67,277.11,0.15,1019.74
2015-01-04 05:15:00+01:00,7.67,277.1,0.15,1019.92
2015-01-04 05:30:00+01:00,7.68,277.09,0.15,1020.1
2015-01-04 05:45:00+01:00,7.69,277.07,0.15,1020.27
2015-01-04 06:00:00+01:00,7.7,277.06,0.15,1020.45
2015-01-04 06:15:00+01:00,7.66,277.07,0.15,1020.65
2015-01-04 06:30:00+01:00,7.62,277.08,0.15,1020.85
2015-01-04 06:45:00+01:00,7.59,277.08,0.15,1021.05
2015-01-04 07:00:00+01:00,7.55,277.09,0.15,1021.25
2015-01-04 07:15:00+01:00,7.56,277.12,0.15,1021.43
2015-01-04 07:30:00+01:00,7.57,277.14,0.15,1021.6
2015-01-04 07:45:00+01:00,7.58,277.17,0.15,1021.78
2015-01-04 08:00:00+01:00,7.59,277.2,0.15,1021.95
2015-01-04 08:15:00+01:00,7.59,277.19,0.15,1022.17
2015-01-04 08:30:00+01:00,7.58,277.19,0.15,1022.39
2015-01-04 08:45:00+01:00,7.58,277.19,0.15,1022.61
2015-01-04 09:00:00+01:00,7.57,277.18,0.15,1022.83
2015-01-04 09:15:00+01:00,7.58,277.21,0.15,1023.08
2015-01-04 09:30:00+01:00,7.59,277.24,0.15,1023.33
2015-01-04 09:45:00+01:00,7.59,277.27,0.15,1023.58
2015-01-04 10:00:00+01:00,7.6,277.3,0.15,1023.82
2015-01-04 10:15:00+01:00,7.55,277.43,0.15,1024.06
2015-01-04 10:30:00+01:00,7.5,277.56,0.15,1024.3
2015-01-04 10:45:00+01:00,7.45,277.69,0.15,1024.54
2015-01-04 11:00:00+01:00,7.4,277.81,0.15,1024.77
2015-01-04 11:15:00+01:00,7.45,278.0,0.15,1024.99
2015-01-04 11:30:00+01:00,7.51,278.19,0.15,1025.2
2015-01-04 11:45:00+01:00,7.57,278.38,0.15,1025.41
2015-01-04 12:00:00+01:00,7.63,278.56,0.15,1025.62
2015-01-04 12:15:00+01:00,7.53,278.69,0.15,1025.74
2015-01-04 12:30:00+01:00,7.43,278.82,0.15,1025.86
2015-01-04 12:45:00+01:00,7.33,278.95,0.15,1025.97
2015-01-04 13:00:00+01:00,7.23,279.08,0.15,1026.09
2015-01-04 13:15:00+01:00,7.29,279.13,0.15,1026.13
2015-01-04 13:30:00+01:00,7.35,279.17,0.15,1026.18
2015-01-04 13:45:00+01:00,7.42,279.22,0.15,1026.22
2015-01-04 14:00:00+01:00,7.48,279.27,0.15,1026.27
2015-01-04 14:15:00+01:00,7.4,279.18,0.15,1026.38
2015-01-04 14:30:00+01:00,7.32,279.09,0.15,1026.49
2015-01-04 14:45:00+01:00,7.25,279.0,0.15,1026.6
2015-01-04 15:00:00+01:00,7.17,278.91,0.15,1026.71
2015-01-04 15:15:00+01:00,6.98,278.67,0.15,1026.85
2015-01-04 15:30:00+01:00,6.79,278.42,0.15,1026.98
2015-01-04 15:45:00+01:00,6.61,278.18,0.15,1027.12
2015-01-04 16:00:00+01:00,6.42,277.93,0.15,1027.26
2015-01-04 16:15:00+01:00,6.08,277.52,0.15,1027.4
2015-01-04 16:30:00+01:00,5.75,277.11,0.15,1027.54
2015-01-04 16:45:00+01:00,5.42,276.69,0.15,1027.68
2015-01-04 17:00:00+01:00,5.08,276.28,0.15,1027.82
2015-01-04 17:15:00+01:00,5.02,276.09,0.15,1027.96
2015-01-04 17:30:00+01:00,4.95,275.9,0.15,1028.11
2015-01-04 17:45:00+01:00,4.89,275.7,0.15,1028.25
2015-01-04 18:00:00+01:00,4.83,275.51,0.15,1028.39
2015-01-04 18:15:00+01:00,4.79,275.39,0.15,1028.48
2015-01-04 18:30:00+01:00,4.75,275.27,0.15,1028.58
2015-01-04 18:45:00+01:00,4.71,275.15,0.15,1028.68
2015-01-04 19:00:00+01:00,4.67,275.04,0.15,1028.78
2015-01-04 19:15:00+01:00,4.61,274.92,0.15,1028.85
2015-01-04 19:30:00+01:00,4.55,274.81,0.15,1028.92
2015-01-04 19:45:00+01:00,4.49,274.7,0.15,1029.0
2015-01-04 20:00:00+01:00,4.44,274.59,0.15,1029.07
2015-01-04 20:15:00+01:00,4.43,274.53,0.15,1029.15
2015-01-04 20:30:00+01:00,4.43,274.47,0.15,1029.22
2015-01-04 20:45:00+01:00,4.43,274.41,0.15,1029.29
2015-01-04 21:00:00+01:00,4.43,274.36,0.15,1029.37
2015-01-04 21:15:00+01:00,4.49,274.34,0.15,1029.43
2015-01-04 21:30:00+01:00,4.54,274.33,0.15,1029.49
2015-01-04 21:45:00+01:00,4.6,274.32,0.15,1029.55
2015-01-04 22:00:00+01:00,4.67,274.3,0.15,1029.61
2015-01-04 22:15:00+01:00,4.74,274.31,0.15,1029.62
2015-01-04 22:30:00+01:00,4.82,274.31,0.15,1029.64
2015-01-04 22:45:00+01:00,4.91,274.32,0.15,1029.66
2015-01-04 23:00:00+01:00,5.0,274.33,0.15,1029.67
2015-01-04 23:15:00+01:00,5.14,274.42,0.15,1029.62
2015-01-04 23:30:00+01:00,5.28,274.52,0.15,1029.58
2015-01-04 23:45:00+01:00,5.42,274.61,0.15,1029.53
2015-01-05 00:00:00+01:00,5.57,274.71,0.15,1029.49
2015-01-05 00:15:00+01:00,5.62,274.74,0.15,1029.45
2015-01-05 00:30:00+01:00,5.68,274.78,0.15,1029.41
2015-01-05 00:45:00+01:00,5.73,274.81,0.15,1029.37
2015-01-05 01:00:00+01:00,5.79,274.85,0.15,1029.33
2015-01-05 01:15:00+01:00,5.85,274.85,0.15,1029.3
2015-01-05 01:30:00+01:00,5.91,274.86,0.15,1029.27
2015-01-05 01:45:00+01:00,5.97,274.86,0.15,1029.24
2015-01-05 02:00:00+01:00,6.03,274.87,0.15,1029.21
2015-01-05 02:15:00+01:00,6.03,274.81,0.15,1029.16
2015-01-05 02:30:00+01:00,6.02,274.75,0.15,1029.12
2015-01-05 02:45:00+01:00,6.03,274.69,0.15,1029.07
2015-01-05 03:00:00+01:00,6.03,274.63,0.15,1029.03
2015-01-05 03:15:00+01:00,6.03,274.57,0.15,1028.98
2015-01-05 03:30:00+01:00,6.03,274.51,0.15,1028.93
2015-01-05 03:45:00+01:00,6.03,274.46,0.15,1028.88
2015-01-05 04:00:00+01:00,6.03,274.4,0.15,1028.83
2015-01-05 04:15:00+01:00,6.04,274.35,0.15,1028.74
2015-01-05 04:30:00+01:00,6.05,274.3,0.15,1028.66
2015-01-05 04:45:00+01:00,6.07,274.25,0.15,1028.57
2015-01-05 05:00:00+01:00,6.08,274.2,0.15,1028.48
2015-01-05 05:15:00+01:00,6.1,274.16,0.15,1028.43
2015-01-05 05:30:00+01:00,6.12,274.11,0.15,1028.37
2015-01-05 05:45:00+01:00,6.15,274.06,0.15,1028.31
2015-01-05 06:00:00+01:00,6.17,274.01,0.15,1028.25
2015-01-05 06:15:00+01:00,6.16,273.96,0.15,1028.19
2015-01-05 06:30:00+01:00,6.14,273.91,0.15,1028.13
2015-01-05 06:45:00+01:00,6.13,273.86,0.15,1028.07
2015-01-05 07:00:00+01:00,6.12,273.8,0.15,1028.0
2015-01-05 07:15:00+01:00,6.09,273.78,0.15,1027.97
2015-01-05 07:30:00+01:00,6.06,273.75,0.15,1027.94
