,wind_speed,temperature,roughness_length,pressure
,10,2,0,0
time,,,,
2015-04-27 07:45:00+02:00,4.28,278.83,0.15,1003.97
2015-04-27 08:00:00+02:00,4.41,278.91,0.15,1004.06
2015-04-27 08:15:00+02:00,4.62,279.12,0.15,1004.15
2015-04-27 08:30:00+02:00,4.83,279.34,0.15,1004.25
2015-04-27 08:45:00+02:00,5.05,279.56,0.15,1004.34
2015-04-27 09:00:00+02:00,5.26,279.77,0.15,1004.44
2015-04-27 09:15:00+02:00,5.41,280.1,0.15,1004.53
2015-04-27 09:30:00+02:00,5.57,280.42,0.15,1004.62
2015-04-27 09:45:00+02:00,5.72,280.75,0.15,1004.71
2015-04-27 10:00:00+02:00,5.88,281.08,0.15,1004.8
2015-04-27 10:15:00+02:00,5.92,281.45,0.15,1004.89
2015-04-27 10:30:00+02:00,5.97,281.82,0.15,1004.98
2015-04-27 10:45:00+02:00,6.02,282.19,0.15,1005.07
2015-04-27 11:00:00+02:00,6.07,282.56,0.15,1005.15
2015-04-27 11:15:00+02:00,6.04,282.82,0.15,1005.22
2015-04-27 11:30:00+02:00,6.01,283.08,0.15,1005.29
2015-04-27 11:45:00+02:00,5.99,283.33,0.15,1005.36
2015-04-27 12:00:00+02:00,5.97,283.59,0.15,1005.42
2015-04-27 12:15:00+02:00,5.95,283.76,0.15,1005.49
2015-04-27 12:30:00+02:00,5.94,283.94,0.15,1005.56
2015-04-27 12:45:00+02:00,5.93,284.11,0.15,1005.62
2015-04-27 13:00:00+02:00,5.93,284.28,0.15,1005.69
2015-04-27 13:15:00+02:00,5.99,284.42,0.15,1005.75
2015-04-27 13:30:00+02:00,6.05,284.55,0.15,1005.81
2015-04-27 13:45:00+02:00,6.11,284.68,0.15,1005.86
2015-04-27 14:00:00+02:00,6.18,284.81,0.15,1005.92
2015-04-27 14:15:00+02:00,6.26,284.86,0.15,1005.95
2015-04-27 14:30:00+02:00,6.35,284.91,0.15,1005.98
2015-04-27 14:45:00+02:00,6.44,284.95,0.15,1006.02
2015-04-27 15:00:00+02:00,6.53,285.0,0.15,1006.05
2015-04-27 15:15:00+02:00,6.58,284.93,0.15,1006.11
2015-04-27 15:30:00+02:00,6.64,284.86,0.15,1006.16
2015-04-27 15:45:00+02:00,6.69,284.79,0.15,1006.22
2015-04-27 16:00:00+02:00,6.75,284.72,0.15,1006.28
2015-04-27 16:15:00+02:00,6.76,284.55,0.15,1006.33
2015-04-27 16:30:00+02:00,6.77,284.37,0.15,1006.39
2015-04-27 16:45:00+02:00,6.78,284.2,0.15,1006.44
2015-04-27 17:00:00+02:00,6.79,284.02,0.15,1006.5
2015-04-27 17:15:00+02:00,6.75,283.78,0.15,1006.56
2015-04-27 17:30:00+02:00,6.71,283.54,0.15,1006.61
2015-04-27 17:45:00+02:00,6.67,283.3,0.15,1006.67
2015-04-27 18:00:00+02:00,6.63,283.06,0.15,1006.73
2015-04-27 18:15:00+02:00,6.54,282.75,0.15,1006.81
2015-04-27 18:30:00+02:00,6.44,282.44,0.15,1006.89
2015-04-27 18:45:00+02:00,6.35,282.13,0.15,1006.97
2015-04-27 19:00:00+02:00,6.26,281.82,0.15,1007.05
2015-04-27 19:15:00+02:00,6.03,281.48,0.15,1007.14
2015-04-27 19:30:00+02:00,5.81,281.13,0.15,1007.23
2015-04-27 19:45:00+02:00,5.59,280.79,0.15,1007.32
2015-04-27 20:00:00+02:00,5.36,280.45,0.15,1007.41
2015-04-27 20:15:00+02:00,5.07,280.06,0.15,1007.52
2015-04-27 20:30:00+02:00,4.78,279.67,0.15,1007.63
2015-04-27 20:45:00+02:00,4.48,279.28,0.15,1007.74
2015-04-27 21:00:00+02:00,4.19,278.89,0.15,1007.86
2015-04-27 21:15:00+02:00,4.08,278.58,0.15,1007.97
2015-04-27 21:30:00+02:00,3.97,278.27,0.15,1008.08
2015-04-27 21:45:00+02:00,3.86,277.97,0.15,1008.19
2015-04-27 22:00:00+02:00,3.74,277.66,0.15,1008.31
2015-04-27 22:15:00+02:00,3.64,277.36,0.15,1008.39
2015-04-27 22:30:00+02:00,3.54,277.07,0.15,1008.47
2015-04-27 22:45:00+02:00,3.43,276.77,0.15,1008.54
2015-04-27 23:00:00+02:00,3.33,276.47,0.15,1008.62
2015-04-27 23:15:00+02:00,3.29,276.21,0.15,1008.66
2015-04-27 23:30:00+02:00,3.25,275.95,0.15,1008.69
2015-04-27 23:45:00+02:00,3.21,275.68,0.15,1008.72
2015-04-28 00:00:00+02:00,3.17,275.42,0.15,1008.75
2015-04-28 00:15:00+02:00,3.15,275.27,0.15,1008.8
2015-04-28 00:30:00+02:00,3.14,275.13,0.15,1008.85
2015-04-28 00:45:00+02:00,3.13,274.98,0.15,1008.9
2015-04-28 01:00:00+02:00,3.12,274.83,0.15,1008.95
2015-04-28 01:15:00+02:00,3.11,274.72,0.15,1008.94
2015-04-28 01:30:00+02:00,3.09,274.61,0.15,1008.94
2015-04-28 01:45:00+02:00,3.08,274.5,0.15,1008.93
2015-04-28 02:00:00+02:00,3.07,274.38,0.15,1008.93
2015-04-28 02:15:00+02:00,3.05,274.29,0.15,1008.92
2015-04-28 02:30:00+02:00,3.03,274.2,0.15,1008.91
2015-04-28 02:45:00+02:00,3.01,274.11,0.15,1008.91
2015-04-28 03:00:00+02:00,2.99,274.02,0.15,1008.9
2015-04-28 03:15:00+02:00,2.94,273.96,0.15,1008.9
2015-04-28 03:30:00+02:00,2.9,273.91,0.15,1008.9
2015-04-28 03:45:00+02:00,2.86,273.85,0.15,1008.91
2015-04-28 04:00:00+02:00,2.82,273.79,0.15,1008.91
2015-04-28 04:15:00+02:00,2.74,273.82,0.15,1008.96
2015-04-28 04:30:00+02:00,2.65,273.84,0.15,1009.01
2015-04-28 04:45:00+02:00,2.57,273.86,0.15,1009.06
2015-04-28 05:00:00+02:00,2.48,273.88,0.15,1009.11
2015-04-28 05:15:00+02:00,2.32,274.01,0.15,1009.16
2015-04-28 05:30:00+02:00,2.16,274.14,0.15,1009.22
2015-04-28 05:45:00+02:00,2.0,274.27,0.15,1009.27
2015-04-28 06:00:00+02:00,1.84,274.4,0.15,1009.33
2015-04-28 06:15:00+02:00,1.61,274.62,0.15,1009.4
2015-04-28 06:30:00+02:00,1.38,274.85,0.15,1009.48
2015-04-28 06:45:00+02:00,1.16,275.07,0.15,1009.56
2015-04-28 07:00:00+02:00,0.94,275.3,0.15,1009.64
2015-04-28 07:15:00+02:00,0.73,275.68,0.15,1009.73
2015-04-28 07:30:00+02:00,0.56,276.05,0.15,1009.82
2015-04-28 07:45:00+02:00,0.46,276.43,0.15,1009.91
2015-04-28 08:00:00+02:00,0.48,276.8,0.15,1010.0
2015-04-28 08:15:00+02:00,0.6,277.32,0.15,1010.12
2015-04-28 08:30:00+02:00,0.76,277.84,0.15,1010.24
2015-04-28 08:45:00+02:00,0.94,278.36,0.15,1010.36
2015-04-28 09:00:00+02:00,1.13,278.88,0.15,1010.48
2015-04-28 09:15:00+02:00,1.4,279.29,0.15,1010.63
2015-04-28 09:30:00+02:00,1.68,279.69,0.15,1010.77
2015-04-28 09:45:00+02:00,1.96,280.1,0.15,1010.91
2015-04-28 10:00:00+02:00,2.24,280.5,0.15,1011.06
2015-04-28 10:15:00+02:00,2.51,280.83,0.15,1011.19
2015-04-28 10:30:00+02:00,2.77,281.16,0.15,1011.32
2015-04-28 10:45:00+02:00,3.04,281.48,0.15,1011.44
2015-04-28 11:00:00+02:00,3.31,281.81,0.15,1011.57
2015-04-28 11:15:00+02:00,3.49,282.13,0.15,1011.65
2015-04-28 11:30:00+02:00,3.66,282.46,0.15,1011.74
2015-04-28 11:45:00+02:00,3.83,282.78,0.15,1011.82
2015-04-28 12:00:00+02:00,4.01,283.11,0.15,1011.9
2015-04-28 12:15:00+02:00,4.13,283.4,0.15,1011.9
2015-04-28 12:30:00+02:00,4.26,283.69,0.15,1011.9
2015-04-28 12:45:00+02:00,4.39,283.99,0.15,1011.9
2015-04-28 13:00:00+02:00,4.51,284.28,0.15,1011.9
2015-04-28 13:15:00+02:00,4.68,284.45,0.15,1011.87
2015-04-28 13:30:00+02:00,4.85,284.62,0.15,1011.84
2015-04-28 13:45:00+02:00,5.02,284.78,0.15,1011.82
2015-04-28 14:00:00+02:00,5.19,284.95,0.15,1011.79
2015-04-28 14:15:00+02:00,5.38,284.89,0.15,1011.79
2015-04-28 14:30:00+02:00,5.57,284.82,0.15,1011.79
2015-04-28 14:45:00+02:00,5.76,284.76,0.15,1011.79
2015-04-28 15:00:00+02:00,5.96,284.69,0.15,1011.78
2015-04-28 15:15:00+02:00,6.1,284.39,0.15,1011.85
2015-04-28 15:30:00+02:00,6.24,284.09,0.15,1011.92
2015-04-28 15:45:00+02:00,6.39,283.8,0.15,1011.99
2015-04-28 16:00:00+02:00,6.55,283.5,0.15,1012.06
2015-04-28 16:15:00+02:00,6.58,283.24,0.15,1012.15
2015-04-28 16:30:00+02:00,6.63,282.98,0.15,1012.25
2015-04-28 16:45:00+02:00,6.68,282.72,0.15,1012.34
2015-04-28 17:00:00+02:00,6.74,282.46,0.15,1012.44
2015-04-28 17:15:00+02:00,6.71,282.33,0.15,1012.58
2015-04-28 17:30:00+02:00,6.69,282.21,0.15,1012.73
2015-04-28 17:45:00+02:00,6.67,282.08,0.15,1012.87
2015-04-28 18:00:00+02:00,6.66,281.95,0.15,1013.02
2015-04-28 18:15:00+02:00,6.61,281.84,0.15,1013.2
2015-04-28 18:30:00+02:00,6.55,281.73,0.15,1013.38
2015-04-28 18:45:00+02:00,6.49,281.63,0.15,1013.57
2015-04-28 19:00:00+02:00,6.44,281.52,0.15,1013.75
2015-04-28 19:15:00+02:00,6.22,281.3,0.15,1013.95
2015-04-28 19:30:00+02:00,5.99,281.07,0.15,1014.14
2015-04-28 19:45:00+02:00,5.77,280.85,0.15,1014.34
2015-04-28 20:00:00+02:00,5.55,280.62,0.15,1014.53
2015-04-28 20:15:00+02:00,5.12,280.11,0.15,1014.73
2015-04-28 20:30:00+02:00,4.7,279.6,0.15,1014.93
2015-04-28 20:45:00+02:00,4.28,279.08,0.15,1015.13
2015-04-28 21:00:00+02:00,3.86,278.57,0.15,1015.33
2015-04-28 21:15:00+02:00,3.78,278.28,0.15,1015.5
2015-04-28 21:30:00+02:00,3.71,277.98,0.15,1015.68
2015-04-28 21:45:00+02:00,3.63,277.68,0.15,1015.86
2015-04-28 22:00:00+02:00,3.56,277.39,0.15,1016.04
2015-04-28 22:15:00+02:00,3.52,277.32,0.15,1016.14
2015-04-28 22:30:00+02:00,3.48,277.25,0.15,1016.24
2015-04-28 22:45:00+02:00,3.44,277.18,0.15,1016.34
2015-04-28 23:00:00+02:00,3.41,277.11,0.15,1016.44
2015-04-28 23:15:00+02:00,3.33,277.0,0.15,1016.48
2015-04-28 23:30:00+02:00,3.26,276.89,0.15,1016.52
2015-04-28 23:45:00+02:00,3.2,276.78,0.15,1016.57
2015-04-29 00:00:00+02:00,3.13,276.67,0.15,1016.61
2015-04-29 00:15:00+02:00,3.12,276.51,0.15,1016.65
2015-04-29 00:30:00+02:00,3.11,276.35,0.15,1016.7
2015-04-29 00:45:00+02:00,3.1,276.18,0.15,1016.75
2015-04-29 01:00:00+02:00,3.1,276.02,0.15,1016.79
2015-04-29 01:15:00+02:00,3.12,275.85,0.15,1016.82
2015-04-29 01:30:00+02:00,3.16,275.68,0.15,1016.85
2015-04-29 01:45:00+02:00,3.19,275.51,0.15,1016.88
2015-04-29 02:00:00+02:00,3.23,275.34,0.15,1016.91
2015-04-29 02:15:00+02:00,3.29,275.24,0.15,1016.93
2015-04-29 02:30:00+02:00,3.35,275.15,0.15,1016.94
2015-04-29 02:45:00+02:00,3.41,275.05,0.15,1016.96
2015-04-29 03:00:00+02:00,3.48,274.96,0.15,1016.97
2015-04-29 03:15:00+02:00,3.57,274.92,0.15,1016.97
2015-04-29 03:30:00+02:00,3.67,274.88,0.15,1016.98
2015-04-29 03:45:00+02:00,3.77,274.85,0.15,1016.98
2015-04-29 04:00:00+02:00,3.87,274.81,0.15,1016.98
2015-04-29 04:15:00+02:00,3.97,274.79,0.15,1016.99
2015-04-29 04:30:00+02:00,4.06,274.76,0.15,1017.0
2015-04-29 04:45:00+02:00,4.16,274.73,0.15,1017.01
2015-04-29 05:00:00+02:00,4.26,274.71,0.15,1017.02
2015-04-29 05:15:00+02:00,4.29,274.65,0.15,1017.02
2015-04-29 05:30:00+02:00,4.32,274.59,0.15,1017.02
2015-04-29 05:45:00+02:00,4.36,274.53,0.15,1017.03
2015-04-29 06:00:00+02:00,4.39,274.48,0.15,1017.03
2015-04-29 06:15:00+02:00,4.47,274.48,0.15,1017.01
2015-04-29 06:30:00+02:00,4.54,274.48,0.15,1016.99
2015-04-29 06:45:00+02:00,4.63,274.49,0.15,1016.97
2015-04-29 07:00:00+02:00,4.71,274.49,0.15,1016.95
2015-04-29 07:15:00+02:00,4.9,274.84,0.15,1016.96
2015-04-29 07:30:00+02:00,5.1,275.19,0.15,1016.96
2015-04-29 07:45:00+02:00,5.3,275.55,0.15,1016.96
2015-04-29 08:00:00+02:00,5.5,275.9,0.15,1016.96
2015-04-29 08:15:00+02:00,5.44,276.42,0.15,1016.96
2015-04-29 08:30:00+02:00,5.39,276.94,0.15,1016.97
2015-04-29 08:45:00+02:00,5.34,277.46,0.15,1016.97
2015-04-29 09:00:00+02:00,5.29,277.98,0.15,1016.97
2015-04-29 09:15:00+02:00,5.5,278.74,0.15,1016.94
2015-04-29 09:30:00+02:00,5.7,279.5,0.15,1016.91
2015-04-29 09:45:00+02:00,5.91,280.26,0.15,1016.87
2015-04-29 10:00:00+02:00,6.11,281.02,0.15,1016.84
2015-04-29 10:15:00+02:00,6.29,281.58,0.15,1016.75
2015-04-29 10:30:00+02:00,6.48,282.14,0.15,1016.67
2015-04-29 10:45:00+02:00,6.66,282.71,0.15,1016.58
2015-04-29 11:00:00+02:00,6.84,283.27,0.15,1016.5
2015-04-29 11:15:00+02:00,6.93,283.63,0.15,1016.37
2015-04-29 11:30:00+02:00,7.03,283.98,0.15,1016.25
2015-04-29 11:45:00+02:00,7.12,284.34,0.15,1016.13
2015-04-29 12:00:00+02:00,7.21,284.7,0.15,1016.01
2015-04-29 12:15:00+02:00,7.26,284.89,0.15,1015.85
2015-04-29 12:30:00+02:00,7.3,285.07,0.15,1015.69
2015-04-29 12:45:00+02:00,7.35,285.26,0.15,1015.54
2015-04-29 13:00:00+02:00,7.4,285.44,0.15,1015.38
2015-04-29 13:15:00+02:00,7.39,285.53,0.15,1015.24
2015-04-29 13:30:00+02:00,7.38,285.62,0.15,1015.1
2015-04-29 13:45:00+02:00,7.37,285.7,0.15,1014.96
2015-04-29 14:00:00+02:00,7.37,285.79,0.15,1014.81
2015-04-29 14:15:00+02:00,7.28,285.82,0.15,1014.7
2015-04-29 14:30:00+02:00,7.2,285.84,0.15,1014.58
2015-04-29 14:45:00+02:00,7.12,285.87,0.15,1014.46
2015-04-29 15:00:00+02:00,7.04,285.9,0.15,1014.35
2015-04-29 15:15:00+02:00,6.91,285.9,0.15,1014.23
2015-04-29 15:30:00+02:00,6.78,285.9,0.15,1014.12
2015-04-29 15:45:00+02:00,6.65,285.9,0.15,1014.0
2015-04-29 16:00:00+02:00,6.52,285.9,0.15,1013.89
2015-04-29 16:15:00+02:00,6.37,285.88,0.15,1013.77
2015-04-29 16:30:00+02:00,6.21,285.87,0.15,1013.65
2015-04-29 16:45:00+02:00,6.05,285.85,0.15,1013.53
2015-04-29 17:00:00+02:00,5.9,285.84,0.15,1013.41
2015-04-29 17:15:00+02:00,5.67,285.78,0.15,1013.28
2015-04-29 17:30:00+02:00,5.44,285.73,0.15,1013.16
2015-04-29 17:45:00+02:00,5.21,285.67,0.15,1013.03
2015-04-29 18:00:00+02:00,4.99,285.62,0.15,1012.9
2015-04-29 18:15:00+02:00,4.66,285.44,0.15,1012.78
2015-04-29 18:30:00+02:00,4.34,285.25,0.15,1012.66
2015-04-29 18:45:00+02:00,4.03,285.07,0.15,1012.54
2015-04-29 19:00:00+02:00,3.71,284.89,0.15,1012.42
2015-04-29 19:15:00+02:00,3.57,284.54,0.15,1012.34
2015-04-29 19:30:00+02:00,3.43,284.18,0.15,1012.25
2015-04-29 19:45:00+02:00,3.29,283.83,0.15,1012.17
2015-04-29 20:00:00+02:00,3.15,283.48,0.15,1012.08
2015-04-29 20:15:00+02:00,3.21,283.14,0.15,1012.0
2015-04-29 20:30:00+02:00,3.27,282.8,0.15,1011.93
2015-04-29 20:45:00+02:00,3.32,282.47,0.15,1011.85
2015-04-29 21:00:00+02:00,3.38,282.13,0.15,1011.77
2015-04-29 21:15:00+02:00,3.42,282.0,0.15,1011.73
2015-04-29 21:30:00+02:00,3.46,281.86,0.15,1011.68
2015-04-29 21:45:00+02:00,3.51,281.73,0.15,1011.64
2015-04-29 22:00:00+02:00,3.55,281.59,0.15,1011.59
2015-04-29 22:15:00+02:00,3.56,281.53,0.15,1011.51
2015-04-29 22:30:00+02:00,3.57,281.47,0.15,1011.43
2015-04-29 22:45:00+02:00,3.59,281.41,0.15,1011.34
2015-04-29 23:00:00+02:00,3.6,281.35,0.15,1011.26
2015-04-29 23:15:00+02:00,3.6,281.28,0.15,1011.17
2015-04-29 23:30:00+02:00,3.61,281.2,0.15,1011.08
2015-04-29 23:45:00+02:00,3.61,281.12,0.15,1011.0
2015-04-30 00:00:00+02:00,3.62,281.04,0.15,1010.91
2015-04-30 00:15:00+02:00,3.59,280.93,0.15,1010.85
2015-04-30 00:30:00+02:00,3.56,280.81,0.15,1010.79
2015-04-30 00:45:00+02:00,3.53,280.7,0.15,1010.74
2015-04-30 01:00:00+02:00,3.5,280.58,0.15,1010.68
2015-04-30 01:15:00+02:00,3.46,280.47,0.15,1010.64
2015-04-30 01:30:00+02:00,3.41,280.35,0.15,1010.59
2015-04-30 01:45:00+02:00,3.37,280.23,0.15,1010.55
2015-04-30 02:00:00+02:00,3.34,280.12,0.15,1010.51
2015-04-30 02:15:00+02:00,3.3,279.99,0.15,1010.45
2015-04-30 02:30:00+02:00,3.26,279.85,0.15,1010.39
2015-04-30 02:45:00+02:00,3.23,279.72,0.15,1010.33
2015-04-30 03:00:00+02:00,3.2,279.58,0.15,1010.27
2015-04-30 03:15:00+02:00,3.17,279.49,0.15,1010.22
2015-04-30 03:30:00+02:00,3.14,279.4,0.15,1010.17
2015-04-30 03:45:00+02:00,3.11,279.3,0.15,1010.12
2015-04-30 04:00:00+02:00,3.09,279.21,0.15,1010.08
2015-04-30 04:15:00+02:00,3.06,279.12,0.15,1010.05
2015-04-30 04:30:00+02:00,3.03,279.04,0.15,1010.02
2015-04-30 04:45:00+02:00,3.0,278.96,0.15,1009.99
2015-04-30 05:00:00+02:00,2.97,278.88,0.15,1009.97
2015-04-30 05:15:00+02:00,2.95,278.84,0.15,1009.93
2015-04-30 05:30:00+02:00,2.93,278.79,0.15,1009.9
2015-04-30 05:45:00+02:00,2.91,278.75,0.15,1009.87
2015-04-30 06:00:00+02:00,2.89,278.7,0.15,1009.84
2015-04-30 06:15:00+02:00,2.94,278.71,0.15,1009.84
2015-04-30 06:30:00+02:00,3.0,278.73,0.15,1009.84
2015-04-30 06:45:00+02:00,3.05,278.74,0.15,1009.84
2015-04-30 07:00:00+02:00,3.1,278.75,0.15,1009.85
2015-04-30 07:15:00+02:00,3.33,278.99,0.15,1009.87
2015-04-30 07:30:00+02:00,3.55,279.22,0.15,1009.9
2015-04-30 07:45:00+02:00,3.78,279.46,0.15,1009.92
2015-04-30 08:00:00+02:00,4.01,279.7,0.15,1009.95
2015-04-30 08:15:00+02:00,4.14,279.97,0.15,1009.96
2015-04-30 08:30:00+02:00,4.28,280.24,0.15,1009.96
2015-04-30 08:45:00+02:00,4.41,280.5,0.15,1009.97
2015-04-30 09:00:00+02:00,4.55,280.77,0.15,1009.98
2015-04-30 09:15:00+02:00,4.7,281.08,0.15,1009.96
2015-04-30 09:30:00+02:00,4.86,281.38,0.15,1009.94
2015-04-30 09:45:00+02:00,5.01,281.69,0.15,1009.92
2015-04-30 10:00:00+02:00,5.17,281.99,0.15,1009.89
2015-04-30 10:15:00+02:00,5.29,282.27,0.15,1009.88
2015-04-30 10:30:00+02:00,5.4,282.54,0.15,1009.85
2015-04-30 10:45:00+02:00,5.52,282.81,0.15,1009.83
2015-04-30 11:00:00+02:00,5.64,283.08,0.15,1009.81
2015-04-30 11:15:00+02:00,5.7,283.29,0.15,1009.78
2015-04-30 11:30:00+02:00,5.76,283.5,0.15,1009.74
2015-04-30 11:45:00+02:00,5.82,283.71,0.15,1009.7
2015-04-30 12:00:00+02:00,5.89,283.92,0.15,1009.67
2015-04-30 12:15:00+02:00,5.89,284.11,0.15,1009.58
2015-04-30 12:30:00+02:00,5.9,284.29,0.15,1009.5
2015-04-30 12:45:00+02:00,5.91,284.48,0.15,1009.41
2015-04-30 13:00:00+02:00,5.91,284.66,0.15,1009.32
2015-04-30 13:15:00+02:00,5.91,284.8,0.15,1009.24
2015-04-30 13:30:00+02:00,5.91,284.95,0.15,1009.15
2015-04-30 13:45:00+02:00,5.91,285.09,0.15,1009.06
2015-04-30 14:00:00+02:00,5.91,285.24,0.15,1008.97
2015-04-30 14:15:00+02:00,5.9,285.31,0.15,1008.9
2015-04-30 14:30:00+02:00,5.9,285.38,0.15,1008.83
2015-04-30 14:45:00+02:00,5.9,285.45,0.15,1008.76
2015-04-30 15:00:00+02:00,5.9,285.52,0.15,1008.7
2015-04-30 15:15:00+02:00,5.87,285.55,0.15,1008.61
2015-04-30 15:30:00+02:00,5.84,285.58,0.15,1008.51
2015-04-30 15:45:00+02:00,5.81,285.6,0.15,1008.43
2015-04-30 16:00:00+02:00,5.78,285.63,0.15,1008.34
2015-04-30 16:15:00+02:00,5.7,285.6,0.15,1008.26
2015-04-30 16:30:00+02:00,5.63,285.57,0.15,1008.17
2015-04-30 16:45:00+02:00,5.56,285.55,0.15,1008.1
2015-04-30 17:00:00+02:00,5.49,285.52,0.15,1008.01
2015-04-30 17:15:00+02:00,5.37,285.39,0.15,1007.96
2015-04-30 17:30:00+02:00,5.26,285.26,0.15,1007.9
2015-04-30 17:45:00+02:00,5.15,285.13,0.15,1007.84
2015-04-30 18:00:00+02:00,5.04,285.0,0.15,1007.78
2015-04-30 18:15:00+02:00,4.87,284.82,0.15,1007.75
2015-04-30 18:30:00+02:00,4.7,284.64,0.15,1007.72
2015-04-30 18:45:00+02:00,4.53,284.47,0.15,1007.69
2015-04-30 19:00:00+02:00,4.36,284.29,0.15,1007.66
2015-04-30 19:15:00+02:00,3.95,283.98,0.15,1007.65
2015-04-30 19:30:00+02:00,3.55,283.67,0.15,1007.64
2015-04-30 19:45:00+02:00,3.14,283.36,0.15,1007.64
2015-04-30 20:00:00+02:00,2.74,283.05,0.15,1007.63
2015-04-30 20:15:00+02:00,2.67,282.44,0.15,1007.67
2015-04-30 20:30:00+02:00,2.59,281.83,0.15,1007.71
2015-04-30 20:45:00+02:00,2.52,281.22,0.15,1007.75
2015-04-30 21:00:00+02:00,2.45,280.61,0.15,1007.79
2015-04-30 21:15:00+02:00,2.5,280.24,0.15,1007.82
2015-04-30 21:30:00+02:00,2.56,279.86,0.15,1007.85
2015-04-30 21:45:00+02:00,2.62,279.49,0.15,1007.87
2015-04-30 22:00:00+02:00,2.67,279.12,0.15,1007.9
2015-04-30 22:15:00+02:00,2.7,278.96,0.15,1007.86
2015-04-30 22:30:00+02:00,2.72,278.8,0.15,1007.82
2015-04-30 22:45:00+02:00,2.74,278.65,0.15,1007.78
2015-04-30 23:00:00+02:00,2.76,278.49,0.15,1007.74
2015-04-30 23:15:00+02:00,2.82,278.37,0.15,1007.67
2015-04-30 23:30:00+02:00,2.87,278.26,0.15,1007.61
2015-04-30 23:45:00+02:00,2.92,278.15,0.15,1007.54
2015-05-01 00:00:00+02:00,2.98,278.03,0.15,1007.47
2015-05-01 00:15:00+02:00,3.05,277.94,0.15,1007.39
2015-05-01 00:30:00+02:00,3.13,277.86,0.15,1007.3
2015-05-01 00:45:00+02:00,3.2,277.77,0.15,1007.22
2015-05-01 01:00:00+02:00,3.28,277.68,0.15,1007.14
2015-05-01 01:15:00+02:00,3.33,277.58,0.15,1007.07
2015-05-01 01:30:00+02:00,3.38,277.47,0.15,1006.99
2015-05-01 01:45:00+02:00,3.43,277.37,0.15,1006.92
2015-05-01 02:00:00+02:00,3.48,277.26,0.15,1006.85
2015-05-01 02:15:00+02:00,3.52,277.13,0.15,1006.75
2015-05-01 02:30:00+02:00,3.55,277.0,0.15,1006.65
2015-05-01 02:45:00+02:00,3.59,276.87,0.15,1006.56
2015-05-01 03:00:00+02:00,3.63,276.74,0.15,1006.46
2015-05-01 03:15:00+02:00,3.7,276.67,0.15,1006.38
2015-05-01 03:30:00+02:00,3.77,276.6,0.15,1006.29
2015-05-01 03:45:00+02:00,3.84,276.53,0.15,1006.21
2015-05-01 04:00:00+02:00,3.92,276.46,0.15,1006.13
2015-05-01 04:15:00+02:00,3.99,276.46,0.15,1006.09
2015-05-01 04:30:00+02:00,4.06,276.47,0.15,1006.05
2015-05-01 04:45:00+02:00,4.13,276.48,0.15,1006.01
2015-05-01 05:00:00+02:00,4.2,276.48,0.15,1005.96
2015-05-01 05:15:00+02:00,4.29,276.52,0.15,1005.92
2015-05-01 05:30:00+02:00,4.37,276.56,0.15,1005.88
2015-05-01 05:45:00+02:00,4.46,276.6,0.15,1005.84
2015-05-01 06:00:00+02:00,4.54,276.64,0.15,1005.8
2015-05-01 06:15:00+02:00,4.59,276.74,0.15,1005.81
2015-05-01 06:30:00+02:00,4.64,276.83,0.15,1005.82
2015-05-01 06:45:00+02:00,4.7,276.93,0.15,1005.83
2015-05-01 07:00:00+02:00,4.75,277.02,0.15,1005.84
2015-05-01 07:15:00+02:00,4.74,277.26,0.15,1005.89
2015-05-01 07:30:00+02:00,4.74,277.5,0.15,1005.93
2015-05-01 07:45:00+02:00,4.73,277.74,0.15,1005.98
2015-05-01 08:00:00+02:00,4.73,277.98,0.15,1006.02
2015-05-01 08:15:00+02:00,4.82,278.45,0.15,1006.06
2015-05-01 08:30:00+02:00,4.93,278.91,0.15,1006.09
2015-05-01 08:45:00+02:00,5.06,279.38,0.15,1006.13
2015-05-01 09:00:00+02:00,5.21,279.85,0.15,1006.16
2015-05-01 09:15:00+02:00,5.24,280.28,0.15,1006.16
2015-05-01 09:30:00+02:00,5.29,280.71,0.15,1006.16
2015-05-01 09:45:00+02:00,5.36,281.14,0.15,1006.15
2015-05-01 10:00:00+02:00,5.45,281.57,0.15,1006.15
2015-05-01 10:15:00+02:00,5.39,281.85,0.15,1006.14
2015-05-01 10:30:00+02:00,5.33,282.14,0.15,1006.12
2015-05-01 10:45:00+02:00,5.27,282.42,0.15,1006.1
2015-05-01 11:00:00+02:00,5.21,282.71,0.15,1006.09
2015-05-01 11:15:00+02:00,5.18,282.91,0.15,1006.1
2015-05-01 11:30:00+02:00,5.14,283.11,0.15,1006.12
2015-05-01 11:45:00+02:00,5.1,283.32,0.15,1006.13
2015-05-01 12:00:00+02:00,5.07,283.52,0.15,1006.15
2015-05-01 12:15:00+02:00,5.04,283.68,0.15,1006.16
2015-05-01 12:30:00+02:00,5.01,283.84,0.15,1006.17
2015-05-01 12:45:00+02:00,4.98,284.0,0.15,1006.17
2015-05-01 13:00:00+02:00,4.95,284.17,0.15,1006.18
2015-05-01 13:15:00+02:00,4.93,284.29,0.15,1006.19
2015-05-01 13:30:00+02:00,4.91,284.41,0.15,1006.19
2015-05-01 13:45:00+02:00,4.88,284.53,0.15,1006.19
2015-05-01 14:00:00+02:00,4.86,284.65,0.15,1006.2
