,osm_id,highway,length,geometry
17307,20813603,footway,8.11985837179107,"SRID=3857;LINESTRING(918004.84 7011378.53,918012.48 7011381.28)"
1408,27284756,footway,146.429270149511,"SRID=3857;LINESTRING(909787.15 7009743.52,909788.64 7009680.4,909789.17 7009597.11)"
18559,321815356,footway,48.9584905796125,"SRID=3857;LINESTRING(912885.89 7016014.21,912898.26 7015966.84)"
17313,20813602,footway,49.1389234714715,"SRID=3857;LINESTRING(917949.65 7011383.73,917952.92 7011432.76)"
17314,20814821,footway,514.629718152556,"SRID=3857;LINESTRING(918091.52 7011564.22,917986.33 7011575.98,917961.83 7011579.17,917894.4 7011587.6,917862.92 7011448.93,917883.94 7011443.45,917924.17 7011442.52,918036.08 7011439.14)"
17316,20814823,footway,161.676980318871,"SRID=3857;LINESTRING(917924.17 7011442.52,917961.83 7011579.17,917966.85 7011598.46)"
17317,20814826,footway,18.7159023257631,"SRID=3857;LINESTRING(917986.33 7011575.98,917989.7 7011594.39)"
17299,415772404,footway,36.788586546922,"SRID=3857;LINESTRING(917588.18 7012072.66,917589.63 7012109.42)"
1284,15802179,footway,100.488541428397,"SRID=3857;LINESTRING(908798.38 7009363.7,908832.82 7009395.06,908803.89 7009440.55)"
17374,22652711,footway,548.752774337108,"SRID=3857;LINESTRING(917125.98 7012407.02,917105.31 7012375.11,917246.72 7012246.17,917287.9 7012228.11,917401.21 7012209.84,917438.45 7012207.8,917463.22 7012213.87,917478.66 7012233.3,917501.31 7012297.87,917502.49 7012301.25)"
20487,370752934,footway,48.0353890380002,"SRID=3857;LINESTRING(917939.85 7017685.6,917981.66 7017709.25)"
20464,362747366,footway,62.6853039196758,"SRID=3857;LINESTRING(917788.5 7017539.19,917800.05 7017505.65,917774.61 7017495.99)"
1473,24257805,footway,18.3841371821591,"SRID=3857;LINESTRING(909005.77 7011023.76,909020.24 7011035.1)"
1476,24840111,footway,74.321321320505,"SRID=3857;LINESTRING(909006.38 7011053.11,909012.85 7011095.13,909035.34 7011088.62,909043.73 7011088.84)"
2590,442875361,footway,76.7352537591525,"SRID=3857;LINESTRING(913793.09 7001073.17,913793.86 7001066.18,913795.51 7001053.55,913797.26 7001040.08,913796.16 7001038.05,913794.15 7001034.35,913765.04 7001030.45,913757.58 7001029.75)"
1847,339569197,footway,118.412584240944,"SRID=3857;LINESTRING(909256.17 7011327.69,909267.45 7011321.16,909310.93 7011265.3,909283.8 7011243.84)"
1484,25452550,footway,86.2348880117831,"SRID=3857;LINESTRING(909043.73 7011088.84,909052.28 7011094.04,909068.95 7011107.4,909072.4 7011105.36,909085.32 7011103.62,909090.63 7011104.3,909102.65 7011109.6,909120.15 7011101.39)"
1485,121545481,footway,10.1079176881636,"SRID=3857;LINESTRING(909068.95 7011107.4,909063.21 7011115.72)"
20457,362747365,footway,58.3880032385954,"SRID=3857;LINESTRING(917669.55 7017528.75,917713.42 7017541.19,917717.19 7017528.97)"
1489,26603335,footway,297.268638794291,"SRID=3857;LINESTRING(909307.52 7010882.58,909290.16 7010886.57,909264.72 7010879.33,909248.15 7010875.82,909233.8 7010875.47,909217.31 7010878.96,909198.5 7010885.01,909185.05 7010893.08,909171.27 7010904.85,909154.4 7010923.01,909148.75 7010938.23,909143.63 7010946.64,909147.96 7010962.75,909149.04 7010976.54,909152.63 7010990.94,909162.91 7011013.53,909177.13 7011040.23)"
21184,23774020,footway,142.066985017841,"SRID=3857;LINESTRING(920987.6 7009186.58,920981.26 7009209.92,920973.64 7009232.32,920965.58 7009246.63,920955.3 7009265,920948.57 7009286.94,920944.1 7009307.07,920936.48 7009317.82)"
17395,200959286,footway,111.668238100462,"SRID=3857;LINESTRING(917795.95 7012638.35,917845.1 7012538.08)"
2782,453892879,footway,176.833514377583,"SRID=3857;LINESTRING(913520.64 7002037.66,913620.05 7002041.14,913643.64 7002043.53,913654.69 7002044.72,913656.79 7002057.55,913657.98 7002065.93,913667.81 7002084.57)"
1468,41502983,footway,32.9911393207678,"SRID=3857;LINESTRING(909143.63 7010946.64,909132.99 7010940.42,909114.13 7010931.97)"
17396,376366479,footway,85.1865065230656,"SRID=3857;LINESTRING(917324.31 7012706.21,917298.03 7012720.25,917282.8 7012712.78,917256.88 7012741.15)"
1491,25453325,footway,61.72150418331,"SRID=3857;LINESTRING(909174.68 7011046.06,909178.56 7011054.84,909181.06 7011064.15,909174.15 7011070.34,909166.14 7011070.76,909152.38 7011076.11,909143.51 7011081.58)"
17399,284280176,footway,25.9934337871546,"SRID=3857;LINESTRING(917321.15 7012887.35,917339.6 7012869.04)"
2591,442875356,footway,49.5552065880448,"SRID=3857;LINESTRING(913796.16 7001038.05,913845.45 7001043.17)"
1493,25452793,footway,9.23926404008463,"SRID=3857;LINESTRING(909181.06 7011064.15,909189.92 7011066.77)"
792,307652609,footway,137.45782370133,"SRID=3857;LINESTRING(908183.22 7008658.71,908184.75 7008700.94,908181.76 7008712.3,908184.46 7008732.31,908174.61 7008745.74,908179.95 7008792.04)"
2774,722216822,footway,28.7255983405196,"SRID=3857;LINESTRING(914629.33 7001787.31,914657.89 7001790.39)"
1501,25452625,footway,73.427762256336,"SRID=3857;LINESTRING(909251.77 7011066.03,909248.29 7011080.69,909253.3 7011083.27,909250.49 7011089.84,909239.6 7011101.09,909231.72 7011098.74,909220.17 7011090.12,909217.06 7011083.53)"
1502,25452626,footway,27.415512298855,"SRID=3857;LINESTRING(909253.3 7011083.27,909261.16 7011078.65,909278.31 7011072.27)"
1503,25452624,footway,246.044305696643,"SRID=3857;LINESTRING(909174.68 7011046.06,909177.13 7011040.23,909208.18 7011039.89,909230.42 7011057.81,909251.77 7011066.03,909264.96 7011067.03,909278.31 7011072.27,909396.54 7011125.5)"
2773,722215910,footway,59.6566955534647,"SRID=3857;LINESTRING(914640.48 7001765.04,914630.7 7001748.47,914599.57 7001745.21,914600.48 7001736.13999999)"
1841,340922201,footway,7.93010088382662,"SRID=3857;LINESTRING(909156.17 7011352.04,909151.38 7011358.36)"
2772,443712226,footway,4.73888172879339,"SRID=3857;LINESTRING(914570.46 7001741.03,914570.17 7001745.76)"
1490,25453324,footway,47.2575375922864,"SRID=3857;LINESTRING(909174.68 7011046.06,909152.09 7011071.93,909143.51 7011081.58)"
17597,285073289,footway,34.5256788489125,"SRID=3857;LINESTRING(917570.24 7014086.48,917537.75 7014098.16)"
17583,284280154,footway,21.6970067057206,"SRID=3857;LINESTRING(917470.08 7013981.34,917489.93 7013990.1)"
1465,24840138,footway,4.8163263987809,"SRID=3857;LINESTRING(909284.34 7010840.69999999,909288.51 7010838.29)"
20318,700163533,footway,659.160853272145,"SRID=3857;LINESTRING(916644.77 7019478.27,916716.03 7019034.04,916751.17 7018827.76)"
789,211461852,footway,73.3275432111338,"SRID=3857;LINESTRING(908129.44 7008663.81,908125.29 7008629.38999999,908121.11 7008622.82,908116.93 7008618.94,908110.06 7008614.45,908103.96 7008609.12,908096.92 7008603.74)"
1853,25452678,footway,68.7655514076407,"SRID=3857;LINESTRING(909294.77 7011353.27,909291.7 7011357.71,909273.54 7011380.45,909246.18 7011359.82)"
1851,27470950,footway,422.671313715622,"SRID=3857;LINESTRING(909072.82 7011454.03,909092.09 7011428.67,909104.84 7011424.29,909118.81 7011424.22,909137.55 7011431.37,909152.15 7011442.28,909178.63 7011445.81,909230.73 7011429.01,909245.29 7011418.97,909260.66 7011412.86,909301.73 7011402,909368.94 7011388.48,909391.23 7011369.62,909423.14 7011322.56999999,909430.4 7011312.62)"
19867,25577864,footway,154.641679146143,"SRID=3857;LINESTRING(915926.73 7016986.49,915927 7017007.77,915927.31 7017033.76,915927.65 7017061.35,915927.99 7017088.23,915928.31 7017114.38,915928.63 7017141.12)"
19884,285190789,footway,16.9940283631488,"SRID=3857;LINESTRING(916146.22 7015275.87,916145.85 7015292.86)"
862,23995230,footway,90.7849706723767,"SRID=3857;LINESTRING(908870.82 7007978.44,908961.6 7007979.39)"
18803,457712682,footway,74.9793871666434,"SRID=3857;LINESTRING(914295.22 7015256.39,914233.81 7015213.37)"
860,31276204,footway,20.4200000000419,"SRID=3857;LINESTRING(908965.35 7007891.25,908985.77 7007891.25)"
18802,457712681,footway,53.1193844105013,"SRID=3857;LINESTRING(914258.79 7015270.72,914214.96 7015240.71)"
859,31276205,footway,16.3046067108851,"SRID=3857;LINESTRING(908966.74 7007860.56,908983.03 7007861.24999999)"
17386,22652713,footway,161.981110428961,"SRID=3857;LINESTRING(917798.22 7012245.72,917788.34 7012247.62,917643.25 7012292.66)"
1467,24292871,footway,17.5845670966734,"SRID=3857;LINESTRING(909114.13 7010931.97,909097.36 7010926.68)"
858,76851160,footway,448.72781103921,"SRID=3857;LINESTRING(908805.75 7008192.65,908811.65 7008182.18,908827.85 7008147.89,908834.33 7008122.25,908835.68 7008026.67,908835.95 7008017.22,908838.65 7008011.01,908844.86 7008004.53,908858.79 7008001.69,908871.32 7008002.38,908870.82 7007978.44,908871.86 7007955.4,908864.03 7007944.32,908850.8 7007941.09,908794 7007939.25,908707.98 7007936.45,908700.29 7007936.21)"
1441,24840126,footway,353.624545982116,"SRID=3857;LINESTRING(908827.07 7011139.31,908815.33 7011123.05,908811.74 7011096.17,908804.87 7011081.68,908784.22 7011067.68,908779.12 7011060.57,908776.25 7011046.78,908782.61 7011042.18999999,908800.81 7011019.57,908840.62 7011046.48,908864.63 7011065.49,908871.51 7011085.71,908872.6 7011094.82,908875.86 7011122.11,908885.28 7011133.24,908886.32 7011148.65,908886.55 7011154.18,908866.94 7011181.34)"
1443,24840127,footway,132.74279354098,"SRID=3857;LINESTRING(908840.62 7011046.48,908855.77 7011031.41,908854.45 7011030.28,908869.96 7011012.33,908871.29 7011013.48,908882.43 7011000,908879.19 7010986.66,908878.58 7010959.37,908872.96 7010934.35)"
1444,24840128,footway,101.42630554813,"SRID=3857;LINESTRING(908882.43 7011000,908886.12 7011005.72,908900.59 7011020.77,908903.63 7011052.61,908885.35 7011054.71,908864.63 7011065.49)"
1447,261492372,footway,8.55382955180855,"SRID=3857;LINESTRING(908872.6 7011094.82,908881.12 7011094.06)"
2582,125548134,footway,14.2507719101238,"SRID=3857;LINESTRING(913452.04 7002937.32,913458.01 7002950.26)"
1449,25452549,footway,432.318908671779,"SRID=3857;LINESTRING(909068.55 7010865.54,909074.36 7010917.05,909062.42 7010946.04,909005.77 7011023.76,908864.66 7011213.9,908872.08 7011216.09,908880.5 7011216.63)"
1454,186329681,footway,16.331396147649,"SRID=3857;LINESTRING(908955.11 7011136.83,908954.5 7011120.50999999)"
1457,24840202,footway,103.656330739625,"SRID=3857;LINESTRING(909012.85 7011095.13,909001.41 7011108.39,908993.49 7011118.49,908985.68 7011127.95,908976.64 7011129.42,908967.17 7011131.05,908960.1 7011132.85,908955.11 7011136.83,908953.95 7011146.52,908939.53 7011147.15,908935.84 7011144.75)"
1462,24840136,footway,73.4294270465008,"SRID=3857;LINESTRING(909284.21 7010817.67,909260.61 7010828.84,909255.4 7010831.29,909238.52 7010793.31)"
17585,285073288,footway,28.69358116385,"SRID=3857;LINESTRING(917483.99 7014103.93,917511.03 7014094.33)"
2585,125548129,footway,79.8679760583978,"SRID=3857;LINESTRING(913483.15 7002924.38,913513.05 7002998.44)"
1463,24840137,footway,4.01641631614891,"SRID=3857;LINESTRING(909260.61 7010828.84,909261.57 7010832.74)"
1438,24840131,footway,40.7165824575711,"SRID=3857;LINESTRING(908776.25 7011046.78,908768.15 7011029.92,908750.71 7011016.49)"
16957,34439595,footway,50.1541304398412,"SRID=3857;LINESTRING(916283.79 7013415.76999999,916324.51 7013445.05)"
608,24253708,footway,87.6519752202541,"SRID=3857;LINESTRING(907612.07 7007367.44,907621.21 7007384.80999999,907617.53 7007395.94,907596.41 7007448.13)"
20364,322031732,footway,70.775929650873,"SRID=3857;LINESTRING(917823.82 7016779.55,917777.21 7016828.03,917778.81 7016831.17)"
2239,628761443,footway,288.158343509208,"SRID=3857;LINESTRING(909637.99 7012742.34,909600.11 7012798.71,909502.78 7012954.08,909465.96 7012956.58)"
18129,24730459,footway,418.093405610142,"SRID=3857;LINESTRING(911757.68 7015969.05,911775.57 7015969.2,911858.5 7015973.96,911884.82 7015988.74,911931.15 7016025.42,911938.8 7016030.55,911978.94 7016048.35,911996.27 7016058.34,912011.08 7016066.01,912029.94 7016073.96,912049.05 7016078.16,912067.77 7016078.42,912088.23 7016081.07,912107.89 7016087.09,912123.29 7016098.32999999,912134.52 7016113.71)"
1142,24257568,footway,163.540719924056,"SRID=3857;LINESTRING(907482 7009918.21,907490.41 7009920.27,907512.22 7009926.04,907522.99 7009926.8,907554.19 7009917.43,907587.21 7009906.13,907617.63 7009892.91,907634.78 7009881)"
21544,23523551,footway,189.138866786886,"SRID=3857;LINESTRING(919998.04 7017227.98,919932.4 7017300.08,919871.59 7017368.63)"
19588,421756169,footway,61.0806033036521,"SRID=3857;LINESTRING(913671.74 7019550.5,913618.54 7019520.49)"
18335,283187292,footway,18.0478087305424,"SRID=3857;LINESTRING(912085.99 7016749.05,912098.96 7016761.6)"
20176,26806745,footway,78.3547679160733,"SRID=3857;LINESTRING(914850.6 7018912.06,914865.98 7018937.47,914884.76 7018933.52,914904.06 7018911.26)"
16732,32082271,footway,56.0123858588612,"SRID=3857;LINESTRING(915631.2 7013195.17,915634.82 7013201.32,915654.89 7013234.57,915659.81 7013243.32)"
21545,23523549,footway,206.951660800222,"SRID=3857;LINESTRING(920070.64 7017387.26,920036.45 7017400.77,920011.1 7017405.39,919946.78 7017395.71,919910.84 7017384.81,919869.02 7017385.07)"
20179,26806888,footway,28.3218078540622,"SRID=3857;LINESTRING(915017.54 7018825.08,915017.86 7018796.76)"
20098,364068066,footway,50.2938640978877,"SRID=3857;LINESTRING(915311.8 7017820.1,915311.8 7017807.54,915274.07 7017807)"
704,31276213,footway,147.447826315385,"SRID=3857;LINESTRING(908561.67 7007720.81,908563.26 7007717.04,908562.52 7007710.66,908539.58 7007685.4,908526.13 7007685.27,908507.51 7007702.2,908477.9 7007708.11,908450.11 7007688.52)"
705,31276210,footway,151.596398362612,"SRID=3857;LINESTRING(908676.77 7007588.79,908614.99 7007692.88,908612.94 7007718.95,908612.79 7007723.35)"
706,31277632,footway,49.7180294494989,"SRID=3857;LINESTRING(908563.26 7007717.04,908592.87 7007718,908612.94 7007718.95)"
19422,26806789,footway,32.4999769225335,"SRID=3857;LINESTRING(914787.73 7018615.36,914763.5 7018593.7)"
2030,165585681,footway,240.257057903689,"SRID=3857;LINESTRING(909355.07 7011774.37,909378.94 7011774.94,909446.9 7011776.82,909589.41 7011780.33,909595.25 7011780.44)"
20180,26806886,footway,63.2093923447795,"SRID=3857;LINESTRING(914972.71 7018827.53,915013.51 7018828.16,915017.46 7018832.51,915021.86 7018828.7,915017.54 7018825.08,915013.51 7018828.16)"
2027,25616906,footway,25.1464367521036,"SRID=3857;LINESTRING(909376.21 7011794.86,909377.99 7011779.84,909378.94 7011774.94,909378.97 7011769.91)"
18336,24730436,footway,20.4446887963216,"SRID=3857;LINESTRING(912104.76 7016775.41,912087.03 7016785.59)"
21548,270848896,footway,170.367680401332,"SRID=3857;LINESTRING(919998.04 7017227.98,920042.43 7017240.52,920056.73 7017252.54,920064.95 7017274.2,920059.55 7017321.74,920044.99 7017343.38,920047.95 7017351.31)"
20149,26806241,footway,190.021348220779,"SRID=3857;LINESTRING(914805.36 7018444.08,914809.12 7018450.06,914836.68 7018480.81,914865.54 7018514.1,914872.55 7018506.88,914885.68 7018503.47999999,914902.42 7018502.81,914916.68 7018504.16,914934.78 7018512.52,914953.78 7018525.42)"
16559,661659579,footway,6.9819338255384,"SRID=3857;LINESTRING(916688.42 7012339.39,916689.27 7012332.46)"
16562,661659578,footway,7.12211344881926,"SRID=3857;LINESTRING(916715.98 7012340.96,916716.84 7012333.89)"
19426,26806738,footway,349.832472385412,"SRID=3857;LINESTRING(914519.54 7018750.78,914525.78 7018756.52,914572.62 7018784.8,914586.46 7018781.49,914598.81 7018779.07,914614.16 7018781.19,914619.28 7018760.72,914624.4 7018760.1,914679.24 7018776.06,914684.32 7018779.07,914733.09 7018793.23,914752.47 7018772.83,914772.17 7018753.95,914785.21 7018745.63,914806.58 7018740.63,914817.69 7018737.96)"
2079,24449386,footway,45.5754506287685,"SRID=3857;LINESTRING(909813.2 7011792.04,909767.99 7011797.8)"
3206,31521593,footway,5.78999136467057,"SRID=3857;LINESTRING(909951.93 7007056.58,909946.27 7007057.8)"
3205,31521569,footway,646.229118435247,"SRID=3857;LINESTRING(910011.99 7006968.67,909986.83 7007042.74,909944.98 7007050.42,909928.04 7006966.72,909944.2 7006953.18,909942.48 7006942.77,909935.6 7006906.33,909930.44 7006889.58,909923.57 7006877.54,909910.68 7006869.38,909890.91 7006867.22,909877.58 7006869.8,909858.25 7006875.39,909846.21 7006879.69,909834.18 7006882.27,909821.71 7006892.59,909816.12 7006909.34,909815.7 7006923.53,909820.85 7006971.23,909820.42 7006995.15,909848.36 7007010.77,909857.38 7007012.05,909866.84 7007006.04,909883.59 7006994.87,909906.8 7006986.26,909928.04 7006966.72)"
3204,31521568,footway,142.317404416211,"SRID=3857;LINESTRING(910076.51 7006845.17,910028.57 7006979.17)"
19425,26806741,footway,272.264050727715,"SRID=3857;LINESTRING(914624.4 7018760.1,914638.84 7018711.44,914649.13 7018673.24,914703.84 7018687.94,914748.65 7018701.89,914772.88 7018715.85,914791.61 7018728.7,914807.04 7018734.57,914817.69 7018737.96)"
1057,24529536,footway,724.858413445366,"SRID=3857;LINESTRING(909303.7 7008030.71,909347.5 7008110,909460.89 7008207.66,909517.41 7008253.03,909568.86 7008301.13,909694.76 7008405.39,909699.52 7008407.01,909720.15 7008414.06,909733.45 7008415.78,909775.24 7008421.93,909806.88 7008431.69,909863.73 7008458.04)"
692,24253712,footway,30.1341882256333,"SRID=3857;LINESTRING(908080.99 7007753.67,908064.21 7007778.7)"
18009,283187294,footway,25.7976936966584,"SRID=3857;LINESTRING(911266.13 7016123.33,911285.24 7016106)"
20173,26806885,footway,131.277026946835,"SRID=3857;LINESTRING(914957.5 7018857.45,914944.76 7018846.08,914922.78 7018832.25,914902.59 7018823.39,914888.05 7018821.27,914873.52 7018823.04,914863.25 7018825.88,914855.8 7018825.88,914844.81 7018828.35,914838.57 7018832.48)"
696,24228510,footway,64.3555032593587,"SRID=3857;LINESTRING(908202.79 7007806.75,908171.47 7007862.97)"
16717,32081952,footway,57.8393637739483,"SRID=3857;LINESTRING(915436.96 7013266.67,915435.13 7013281.25,915435.7 7013287.77,915440.46 7013305.16,915442.97 7013323.56)"
16718,59424810,footway,35.4831146420124,"SRID=3857;LINESTRING(915467.69 7013272.97,915449.68 7013279.06,915435.7 7013287.77)"
18301,31022168,footway,113.436208068197,"SRID=3857;LINESTRING(912293.54 7016257.31,912243.76 7016359.24)"
19424,26806743,footway,55.3359286526776,"SRID=3857;LINESTRING(914638.84 7018711.44,914692.09 7018726.49)"
21549,244684586,footway,32.9398026722376,"SRID=3857;LINESTRING(920047.95 7017351.31,920065.54 7017379.16)"
19423,26806242,footway,53.1425393256626,"SRID=3857;LINESTRING(914788.84 7018627.14,914786.17 7018622.89,914786.02 7018619.14,914787.73 7018615.36,914791.14 7018612.78,914796.2 7018612.3,914799.96 7018614.12,914802.51 7018617.8,914802.95 7018621.7,914800.52 7018626.7,914796.63 7018628.95,914793.27 7018629.15,914788.84 7018627.14)"
16561,661659577,footway,20.2099703129478,"SRID=3857;LINESTRING(916726.65 7012295.85,916716.95 7012278.12)"
16556,661659580,footway,6.82567212947994,"SRID=3857;LINESTRING(916659.53 7012337.73,916660.4 7012330.96)"
2231,628761445,footway,319.940017508565,"SRID=3857;LINESTRING(909465.96 7012956.58,909435.97 7012940.73,909329.62 7012878.43,909203.01 7012809.44,909184.96 7012813.84)"
16555,661659567,footway,5.90007627013422,"SRID=3857;LINESTRING(916758.04 7012203.53,916758.07 7012209.43)"
1147,22935764,footway,28.3608638783007,"SRID=3857;LINESTRING(907893.56 7009842.56,907919.11 7009830.25)"
1975,165585680,footway,1077.24913505747,"SRID=3857;LINESTRING(908916.25 7011553.25,908921.43 7011546.44,908927.16 7011536.84,908942.7 7011530.33,908962.76 7011525.31,908977.31 7011523.31,908992.85 7011518.28,909012.92 7011513.77,909033.98 7011507.75,909165.37 7011474.14999999,909330.88 7011429.01,909609.22 7011346.27,909943.73 7011246.96)"
1026,31751988,footway,84.2890489034755,"SRID=3857;LINESTRING(908835.31 7009032.27,908859.51 7008969.62,908868.3 7008954.92)"
16838,22796430,footway,720.602836984962,"SRID=3857;LINESTRING(915392.8 7014565.23,915390.94 7014559.64,915358.75 7014472.43,915336.52 7014385.45,915332.4 7014343.61,915328.79 7014311.03999999,915309.46 7014271.41,915306.56 7014236.61,915293.03 7014207.62,915268.86 7014183.46,915259.2 7014132.23,915236.97 7014080.05,915219.57 7014059.75,915210.88 7014023.02,915180.91 7013977.6,915168.35 7013936.99,915149.35 7013899.84)"
2266,65085668,footway,241.752101190003,"SRID=3857;LINESTRING(909804.92 7012917.44,909841.7 7013028.92,909803.72 7013147.34)"
18267,283187275,footway,28.825539024585,"SRID=3857;LINESTRING(911777.48 7016367.47,911764.02 7016392.96)"
16551,661659576,footway,19.7843903120914,"SRID=3857;LINESTRING(916655.63 7012290.28,916666.77 7012273.93)"
1024,31751991,footway,178.582357322546,"SRID=3857;LINESTRING(908907.76 7008923.45,908938.95 7008843.35,908949.36 7008824.7,908926.29 7008813.01,908882.26 7008824.09)"
18263,283187274,footway,27.9227953481111,"SRID=3857;LINESTRING(911752.66 7016386.12,911766.45 7016361.84)"
717,24244203,footway,20.3440925125238,"SRID=3857;LINESTRING(908530.64 7008062.05,908539.34 7008043.66)"
1006,307457882,footway,169.149639352335,"SRID=3857;LINESTRING(908862.7 7008929.7,908821.87 7008942.34,908758.58 7008985.93,908733.39 7009028.61)"
1959,24257932,footway,225.242808195172,"SRID=3857;LINESTRING(909416.5 7011219.47,909457.04 7011225.39,909514.83 7011212.27,909546.57 7011209.28,909549.76 7011208.33,909558.17 7011207.74,909596.23 7011221.06,909627.4 7011220.69,909636.95 7011218.17)"
16841,32049742,footway,15.5248768102273,"SRID=3857;LINESTRING(915346.17 7014336.44,915332.4 7014343.61)"
16842,32049741,footway,37.0711059997355,"SRID=3857;LINESTRING(915382.3 7014328.14,915346.17 7014336.44)"
16550,618449767,footway,261.001520879233,"SRID=3857;LINESTRING(916692.46 7012288.35,916693.53 7012269.66,916701.59 7012267.58,916710.68 7012259,916718.74 7012082.24,916712.51 7012071.58,916704.18 7012068.99,916705.6 7012045.59)"
657,24261477,footway,7.68586364766333,"SRID=3857;LINESTRING(908053.86 7007789.57,908048.76 7007795.32)"
656,24253716,footway,15.0093104431646,"SRID=3857;LINESTRING(908064.21 7007778.7,908053.86 7007789.57)"
1183,26631090,footway,31.5969017489019,"SRID=3857;LINESTRING(908466.95 7009226.42,908475.24 7009195.93)"
16549,618449768,footway,220.15276300181,"SRID=3857;LINESTRING(916704.18 7012068.99,916692.49 7012071.06,916685.74 7012078.86,916678.98 7012254.84,916683.91 7012264.72,916693.53 7012269.66)"
1066,36357435,footway,199.113081273179,"SRID=3857;LINESTRING(909813.1 7008512.96,909805.61 7008515.82,909796.34 7008520.31,909756.68 7008534.42,909738.81 7008553.4,909705.67 7008577.41,909690.33 7008589.79,909673.9 7008599.57,909641.25 7008595.73)"
16830,23228751,footway,138.021013478999,"SRID=3857;LINESTRING(914968.75 7014771.5,914988.66 7014694.41,914993.26 7014636.19)"
16825,338154508,footway,81.3191379112973,"SRID=3857;LINESTRING(914985.81 7014470.82,915012.27 7014469.26,915016.26 7014463.13,915024.92 7014462.46,915032.9 7014456.43,915061.63 7014454.27)"
16782,22795906,footway,108.271959898347,"SRID=3857;LINESTRING(915539.27 7014067.74,915436.89 7014102.97)"
1049,314531085,footway,154.043065711875,"SRID=3857;LINESTRING(909054.75 7008922.24,909061.18 7008970.02,909063.34 7009055.71,909043.24 7009054.93)"
163,26632005,footway,15.4183332419034,"SRID=3857;LINESTRING(907732.9 7007025.5,907722.53 7007014.09)"
708,31276212,footway,114.489708771703,"SRID=3857;LINESTRING(908589.58 7007832.15,908591.29 7007721.66,908592.87 7007718)"
16554,661659561,footway,50.9777618379564,"SRID=3857;LINESTRING(916730.82 7012201.93,916758.04 7012203.53,916781.71 7012204.92)"
18135,31008673,footway,49.7435382733051,"SRID=3857;LINESTRING(912162.72 7015721.65,912128.08 7015757.35)"
18137,31008672,footway,50.2366091604278,"SRID=3857;LINESTRING(912207.73 7015770.82,912173.88 7015807.94)"
20181,26806887,footway,27.9114044830474,"SRID=3857;LINESTRING(915017.46 7018832.51,915017.18 7018860.42)"
19416,355527958,footway,83.9442927623113,"SRID=3857;LINESTRING(914534.28 7018585.13,914519.3 7018599.85,914492.27 7018599.37,914465.87 7018575.03)"
19415,355527957,footway,53.9808198449573,"SRID=3857;LINESTRING(914516.17 7018550.61,914499.76 7018568.47,914485.51 7018554.96,914475.69 7018557.28)"
711,23682946,footway,190.538981009852,"SRID=3857;LINESTRING(908454.2 7008010.55999999,908454.25 7008002.04,908454.8 7007992.58,908460.02 7007892.72,908462.88 7007881.79,908498.07 7007882.27,908508.05 7007878.93,908512.33 7007871.32,908514.84 7007865)"
1987,24257931,footway,165.408366643988,"SRID=3857;LINESTRING(909621.22 7011149.65,909636.95 7011218.17,909658.51 7011310.8)"
713,24244205,footway,234.535914578742,"SRID=3857;LINESTRING(908539.34 7008043.66,908546.78 7008033.55,908556.26 7007965.62,908567.62 7007953.16999999,908598.99 7007912.07,908612.51 7007897.47,908613.59 7007885.57,908613.59 7007832.58)"
16778,22795907,footway,106.220939557198,"SRID=3857;LINESTRING(915499.13 7013946.52,915399.21 7013982.56)"
20182,26806889,footway,27.3905914504542,"SRID=3857;LINESTRING(915021.86 7018828.7,915049.25 7018828.52)"
16779,22795911,footway,340.560342348413,"SRID=3857;LINESTRING(915567.11 7014106.23,915556.47 7014085.75,915539.27 7014067.74,915517.8 7014024.58,915517.97 7014008.76,915518.17 7013996.99,915507.32 7013976.82,915505.68 7013953.89,915499.13 7013946.52,915476.2 7013889.2,915383.9 7013925.8)"
1028,31751985,footway,143.716536530759,"SRID=3857;LINESTRING(908914.72 7009066.67,908854.42 7009092.64,908816.59 7009079.66,908809.71 7009098.2,908812.21 7009116.32)"
16780,22795905,footway,104.026629284475,"SRID=3857;LINESTRING(915517.97 7014008.76,915421.33 7014047.26)"
2262,301724126,footway,24.7223320104943,"SRID=3857;LINESTRING(909762.34 7012868.69,909749.23 7012889.65)"
1027,31751986,footway,109.183669162956,"SRID=3857;LINESTRING(908816.59 7009079.66,908835.31 7009032.27,908886.35 7009004.24)"
17965,24730431,footway,137.794097909382,"SRID=3857;LINESTRING(910924.09 7016837.15,910904.66 7016855.47,910858.1 7016903.23,910821.64 7016928.55)"
1005,24244258,footway,103.955719723139,"SRID=3857;LINESTRING(908677.22 7008865.85999999,908769.35 7008846.3,908776.25 7008839.38)"
2230,629770682,footway,325.654001264148,"SRID=3857;LINESTRING(909223.14 7012756.49,909232.32 7012784.56,909242.14 7012794.09,909417.59 7012905.54,909465.62 7012929.33,909476.85 7012928.66,909484.56 7012922.72)"
