,osm_id,highway,length,geometry
7964,21350474,residential,85.1563890715669,"SRID=3857;LINESTRING(911532.44 7008202.72,911521.19 7008118.31)"
2700,24647200,residential,100.101762834447,"SRID=3857;LINESTRING(914052.17 7001599.03,914028.7 7001611.16,914022.07 7001619.28,914025.5 7001629.44,914033.12 7001633.26,914043.17 7001630.92,914048.71 7001621.26,914052.17 7001599.03)"
8069,21254849,residential,299.958739249396,"SRID=3857;LINESTRING(911981.84 7008537.33,912035.53 7008716.79,911981.5 7008727.42,911924.65 7008736.52)"
2866,42688939,residential,79.1152892904551,"SRID=3857;LINESTRING(914255.67 7002281.72,914269.54 7002203.83)"
8070,21254850,residential,188.030620525417,"SRID=3857;LINESTRING(911981.5 7008727.42,912010.92 7008812.71,912053.92 7008900.55999999)"
7980,21350465,residential,83.9232089464708,"SRID=3857;LINESTRING(911677.6 7008589.88,911760.17 7008574.87)"
2889,23744027,residential,234.540451681957,"SRID=3857;LINESTRING(914607.25 7002574.69,914603.86 7002521.49,914597.68 7002435.16,914594.89 7002396.16,914594.06 7002384.61,914591.33 7002346.54,914590.92 7002340.72)"
2879,24600634,residential,293.231031765123,"SRID=3857;LINESTRING(914730.44 7002214.88,914728.86 7002124.37,914756.01 7002071.12,914788.63 7002012.79,914823.51 7001945.15)"
2897,24500163,residential,432.043537047922,"SRID=3857;LINESTRING(914248.68 7003175.81,914244.35 7003159.27,914242.63 7003152.72,914239.41 7003140.41,914233.95 7003119.53,914224.15 7003082.04,914222.66 7003076.36,914217.62 7003057.08,914215.67 7003049.6,914211.82 7003034.9,914175.86 7002897.4,914142.68 7002770,914139.24 7002757.86)"
8091,21347984,residential,140.519241740881,"SRID=3857;LINESTRING(912226.96 7008805.51,912306.53 7008921.33)"
2864,20471164,residential,458.863099919511,"SRID=3857;LINESTRING(914399.14 7002272.54,914386.63 7002228.82,914367.85 7002142.14,914375.47 7002047.3,914386.97 7001901.4,914394.8 7001818.57)"
3190,26560680,residential,155.175164167791,"SRID=3857;LINESTRING(910309.02 7006224.38,910388.16 7006108.55,910392.1 7006094.19)"
3024,17595196,residential,576.478516541194,"SRID=3857;LINESTRING(911663.43 7004189.98,911674.79 7004340.08,911681.21 7004424.91,911690.06 7004432.96,911709.17 7004450.32,911719.65 7004572.08,911728.61 7004590.13,911733.3 7004632.34,911735.73 7004632.16,911793.37 7004627.82,911851.23 7004623.46)"
2939,17595192,residential,1083.96347856427,"SRID=3857;LINESTRING(911134.06 7004946.21,911040.09 7004900.62,911016.7 7004888.9,910993.27 7004878.16,910971.4 7004868.11,910967.47 7004866.31,910915.5 7004842.47,910888.21 7004829.95,910844.94 7004811,910823.14 7004801.44,910731.44 7004761.29,910630.78 7004714.75,910590.27 7004698.49,910340.48 7004641.47,910226.44 7004617.14,910115.31 7004594.21)"
3166,17491029,residential,1111.25630488495,"SRID=3857;LINESTRING(910132.04 7005619.32,910181.48 7005652.95,910218.48 7005678.1,910261.58 7005707.43,910276.56 7005717.61,910278.37 7005718.84,910335.87 7005757.96,910365.93 7005797.88,910374.2 7005808.86,910424.78 7005875.79,910449.1 7005905.44,910496.54 7005950.16,910545.35 7005998.13,910590.66 7006040.56,910599.23 7006048.57,910730.12 7006137.93,910733.06 7006140.64,910761.18 7006164.29,910800.32 7006231.26,910812.02 7006262.3,910813.52 7006291.96,910802.84 7006322.28,910759.34 7006411.81)"
2941,17595264,residential,343.123596816939,"SRID=3857;LINESTRING(910888.21 7004829.95,910918.56 7004564.55,910929.82 7004561.72,910931.8 7004548.7,910925.58 7004542.35,910916.17 7004541.52,910909.57 7004545.8,910908.04 7004558.67,910918.56 7004564.55)"
2944,17595214,residential,459.68108897668,"SRID=3857;LINESTRING(911016.7 7004888.9,911038.39 7004824,911044.07 7004801.96,911052.23 7004748.94,911062.33 7004683.33,911068.89 7004665.05999999,911069.39 7004648.56,911070.59 7004609.16,911073.53 7004513.25,911061.26 7004477.7,911062.33 7004438.15)"
7945,21399801,residential,205.941783771947,"SRID=3857;LINESTRING(912082.54 7007857.44,912174.13 7007859.34,912202.86 7007910.9,912229.77 7007959.22)"
3233,23683385,residential,104.58197598149,"SRID=3857;LINESTRING(910603.99 7006559.11,910521 7006495.47)"
2958,24998237,residential,286.997103761608,"SRID=3857;LINESTRING(912058.65 7003860.81,912003.74 7004001.48,911999.12 7004028.13,912009.34 7004041.42,912046.82 7004056.86,912097.55 7004066.51999999)"
2970,88875640,residential,729.931975501768,"SRID=3857;LINESTRING(911068.9 7004215.39,911126.6 7004235.53,911140.4 7004240.35,911226.36 7004273.03,911242.19 7004279.04,911273.78 7004271.81,911298.58 7004266.15,911324.65 7004260.18,911326.11 7004259.85,911376.12 7004248.46,911427.31 7004235.88,911441.92 7004232.55999999,911494.78 7004222.66,911549.88 7004211.98,911663.43 7004189.98,911763.31 7004177.74,911777.15 7004175.38)"
3242,23714448,residential,189.18419783379,"SRID=3857;LINESTRING(910946.73 7006491.75,910979.23 7006415.37,910993.3 7006388.12,910976.77 7006371.34,910964.21 7006391.31,910979.23 7006415.37)"
8012,16117392,residential,187.118339390205,"SRID=3857;LINESTRING(911502.39 7008979.77,911429.62 7009007.4,911393.09 7009024.53,911371.88 7009033.08,911373.77 7009039.91,911376.7 7009044.85,911394.66 7009038.69,911393.09 7009024.53)"
3019,34418142,residential,111.535830878328,"SRID=3857;LINESTRING(911564.53 7005006.05,911583.23 7004993.21,911580.54 7004980.27,911645.89 7004942.19)"
3243,4866418,residential,520.528596998153,"SRID=3857;LINESTRING(910418.26 7006789.64,910516.56 7006669.03,910540.89 7006639.73,910603.99 7006559.11,910628.42 7006528.13,910650.77 7006500.22,910675.39 7006470.6,910686.98 7006456.74,910719.71 7006418.99,910727.06 7006412.77,910734.4 7006409.71,910747.33 7006409.63999999,910759.34 7006411.81)"
2824,22991388,residential,275.675781762267,"SRID=3857;LINESTRING(913870.98 7002686.56,913770.53 7002686.95,913749.36 7002687.1,913740.07 7002687.15,913671.37 7002687.6,913657.1 7002687.69,913627.41 7002687.17,913618.15 7002687.26,913608.22 7002688.19,913596.38 7002693.22)"
2498,24647219,residential,50.6792546973569,"SRID=3857;LINESTRING(914638.52 7000827.51,914608.35 7000817.85,914590.25 7000812.07)"
2493,81203267,residential,201.545830091222,"SRID=3857;LINESTRING(914641.23 7000572.41999999,914730.12 7000542.3,914747.78 7000536.24999999,914825.21 7000492.32)"
3244,26552767,residential,110.036112184909,"SRID=3857;LINESTRING(910685.16 7006717.49,910658.23 7006774.2,910651 7006789.88,910643.37 7006786.26,910650.2 7006774.61,910658.23 7006774.2)"
8006,16117184,residential,352.419660614567,"SRID=3857;LINESTRING(911516.17 7009072.33,911498.59 7009083.99,911498.48 7009091.45,911498.29 7009103.08,911502.76 7009103.23,911516.21 7009103.7,911516.17 7009072.33,911516.16 7009062.48,911516.14 7009047.78,911504.82 7008991.27,911502.39 7008979.77,911492.53 7008947.46,911489.25 7008940.37,911482.11 7008924.82,911429.29 7008828)"
8002,314657418,residential,210.964352347529,"SRID=3857;LINESTRING(911735.64 7008832.74,911713.16 7008837.67,911692.8 7008841.66,911681.86 7008841.18,911603.09 7008815.16,911534.76 7008788.64)"
3248,17600118,residential,671.293327700313,"SRID=3857;LINESTRING(910540.89 7006639.73,910582.19 7006670.83,910637.27 7006694.86999999,910685.16 7006717.49,910854.27 7006795.67,910892.85 7006850.43,910924.43 7006896.05999999,910967.95 7006936.11,911089.09 7007003.46)"
2975,17595221,residential,386.557212321231,"SRID=3857;LINESTRING(911242.19 7004279.04,911231.12 7004310.98,911228.49 7004329.56,911230.93 7004347.96,911236.35 7004369.46,911252.68 7004438.92,911262 7004477.83,911257.37 7004484.54,911205.15 7004497.78,911194.56 7004496.34,911185.37 7004459.71,911193.21 7004453.05,911205.15 7004450.21,911252.68 7004438.92)"
3003,9559984,residential,869.351519947747,"SRID=3857;LINESTRING(911541.51 7004670.01,911363.35 7004757.28,911358 7004759.92,911324.69 7004776.27,911280.27 7004798.05,911266.01 7004808.05,911242.94 7004827.08,911212.51 7004855.31,911183.76 7004887.3,911134.06 7004946.21,911127.33 7004957.95,911124.12 7004970.97,911119.55 7005012.95,911118.32 7005046.52,911116.87 7005086.14,911116.57 7005098.01,911116.05 7005123.28,911114.83 7005215.43,911116.68 7005250.74,911131.15 7005311.47)"
8001,638480185,residential,235.43600411729,"SRID=3857;LINESTRING(911534.76 7008788.64,911554.41 7008768.27,911578.56 7008754.61,911723.44 7008693.61,911744.8 7008687.59999999)"
3231,17595232,residential,496.413203749169,"SRID=3857;LINESTRING(910604.79 7006410.32,910630.78 7006354.72,910655.89 7006286.08,910657.84 7006274.45,910655.94 7006266.16,910653.49 7006259.31,910648.36 7006253.08,910533.07 7006172.05,910523.8 7006170.38,910511.7 7006170.14,910501.41 7006173.77,910494.88 7006179.17,910479.84 7006196.52,910410.46 7006296.29)"
8000,24259565,residential,78.66091786842,"SRID=3857;LINESTRING(911682.32 7008604.56,911606.7 7008626.22)"
8194,20323556,residential,22.8600831115826,"SRID=3857;LINESTRING(910451.37 7009930.75,910443.52 7009909.28)"
2491,81203266,residential,109.352449451458,"SRID=3857;LINESTRING(914536.49 7000602.47,914558.22 7000598.06,914563.67 7000597.91,914599.3 7000584.23,914641.23 7000572.41999999)"
3014,17595211,residential,59.053520052423,"SRID=3857;LINESTRING(911580.54 7004980.27,911570.01 7004973.76,911551.12 7004985.85,911564.53 7005006.05)"
2788,453892888,residential,265.265046766337,"SRID=3857;LINESTRING(913833.12 7002079.02,913805.97 7002077.98,913687.56 7002072.44,913667.81 7002084.57,913664.76 7002154.06,913662.95 7002180.82)"
2492,81203265,residential,42.1158271878571,"SRID=3857;LINESTRING(914615.32 7000623.18,914599.3 7000584.23)"
8185,20323557,residential,162.733678141679,"SRID=3857;LINESTRING(910443.52 7009909.28,910379.1 7009759.83999999)"
3009,17608947,residential,1086.31937524823,"SRID=3857;LINESTRING(911889.47 7005103.41,911825.94 7005101.96,911721.26 7005103.22,911680.28 7005023.93,911677.12 7005016.42,911645.89 7004942.19,911623.97 7004885.02,911619.67 7004873.8,911615.01 7004861.69,911593.67 7004806.04,911592.51 7004803.02,911584.19 7004781.34,911582.16 7004776.03,911541.51 7004670.01,911540.29 7004664.67,911524.49 7004595.25,911513.1 7004545.25,911511.92 7004540.03,911505.56 7004512.12,911501.92 7004496.11,911500.94 7004491.83,911491.51 7004450.38,911489.96 7004443.55,911484.57 7004419.89,911480.41 7004401.6,911479.18 7004396.2,911464.92 7004333.57,911441.92 7004232.55999999)"
3229,31276089,residential,299.661176322375,"SRID=3857;LINESTRING(910225.27 7006846.09,910362.22 7006998.95,910383.77 7007021.53,910370.44 7007036.39,910357.09 7007022.03,910362.22 7006998.95)"
2923,17608012,residential,1438.57860266335,"SRID=3857;LINESTRING(909789.65 7003577.28,909902.41 7003647.9,910139.9 7003803.59,910352.6 7003937.53,910409.96 7003976.22,910489.59 7004005.24,910778.56 7004111.57,911068.9 7004215.39)"
3160,17595229,residential,375.638497145836,"SRID=3857;LINESTRING(910374.2 7005808.86,910314.22 7005868.98,910295.52 7005898.72,910287.82 7005910.98,910267.39 7005943.48,910222.51 7006014.88,910159.51 7006115.11)"
2910,20471167,residential,807.855826214656,"SRID=3857;LINESTRING(914229.85 7002569.59,914352.17 7002570.65,914426.46 7002572.89,914607.25 7002574.69,914701.4 7002576.86,914759.06 7002575.78,914814.2 7002577.21,914890.05 7002579.16,914913.95 7002579.77,914964.73 7002589.25,915002.33 7002596.27,915035.47 7002602.47)"
2549,24960470,residential,199.33157453026,"SRID=3857;LINESTRING(913510.55 7002119.13,913439.98 7002077.71,913438.64 7002076.91,913383.67 7002044.65,913338.41 7002018.63)"
2775,24647241,residential,83.7512666882774,"SRID=3857;LINESTRING(914624.67 7001845.05,914629.33 7001787.31,914630.01 7001778.82,914640.48 7001765.04)"
8131,192992323,residential,41.1308361476202,"SRID=3857;LINESTRING(910194.14 7009138.73,910180.27 7009137.62,910174.53 7009135.06,910164.46 7009116.71)"
8033,24834722,residential,117.250463020616,"SRID=3857;LINESTRING(911979.43 7008168.51,911929.16 7008153.25,911895.21 7008142.80999999,911867.4 7008133.92)"
3110,9562274,residential,436.530566193104,"SRID=3857;LINESTRING(910132.04 7005619.32,910143.27 7005598.26,910168.71 7005555.45,910172.17 7005542.97,910172.19 7005533.75,910164.84 7005510.14,910151.19 7005491.18,910125.82 7005475.06,910111.33 7005465.86,910103.51 7005460.89,910054.9 7005430.02,910046.88 7005424.75,909983.5 7005387.08,909958.23 7005373.37,909956.02 7005372.04,909929.12 7005359.42,909898.12 7005345.06)"
3191,18135610,residential,207.568166128608,"SRID=3857;LINESTRING(910165.6 7006373.68,910172.51 7006354.35,910284.51 7006204.55)"
2852,31286785,residential,1292.638833519,"SRID=3857;LINESTRING(913819.37 7001896.48,913821.18 7001916.84,913822.95 7001950.68,913828.28 7002012.07,913829.41 7002029.68,913830.53 7002045.98,913833.12 7002079.02,913836 7002112.58,913837.45 7002132.7,913838.74 7002150.7,913840.38 7002180.43,913844.46 7002239.83,913848.37 7002365.23,913848.96 7002373.19,913849.72 7002386.56,913850.16 7002391.19,913854.62 7002450.05,913862.01 7002549.66,913864.41 7002582.07,913866.1 7002608.94,913870.98 7002686.56,913875.32 7002720.16,913888.23 7002769.97,913908.18 7002849.30999999,913908.95 7002853.3,913909.7 7002857.14,913912.2 7002867.24,913916.43 7002883.97,913925.87 7002921.26,913942.86 7002988.39,913962.33 7003054.05,913964.2 7003061.86,913975.87 7003102.4,913978.96 7003113.26,913981.34 7003121.16,913981.91 7003122.55,913984.38 7003147.24,913984.26 7003172.94)"
2903,20471170,residential,595.695079035291,"SRID=3857;LINESTRING(914431.82 7003168.54,914431.12 7003142.56,914429.46 7003047.56,914428.52 7003016.43,914428.31 7003002.74,914428.28 7003000.79,914427.93 7002940.21,914427.8 7002917.77,914427.73 7002906.48,914427.54 7002874.53,914427.28 7002829.1,914426.98 7002776.55,914426.82 7002748.98,914426.64 7002719.12,914426.42 7002644.52,914426.42 7002619.64,914426.46 7002572.89)"
3141,32043963,residential,751.030443185928,"SRID=3857;LINESTRING(909752.43 7006267.35,909829.79 7006135.28,909850.51 7006099.92,909868.32 7006069.5,909871.63 7006063.86,909893.01 7006027.35,909933.59 7005958.1,909946.88 7005935.41,909961.33 7005910.74,909971.8 7005892.86,909974.04 7005889.04,909996.83 7005850.12,909998.12 7005847.91,910011.6 7005824.91,910012.71 7005823.02,910023.9 7005803.91,910025.58 7005801.03,910035.5 7005784.12,910049.1 7005760.89,910060.21 7005741.93,910060.78 7005740.97,910073.24 7005719.69,910074.15 7005718.13,910087.68 7005695.06,910089 7005692.79,910132.04 7005619.32)"
2573,22991392,residential,133.366604959282,"SRID=3857;LINESTRING(913327.9 7002457.39,913327.74 7002500,913330.76 7002533.23,913344.26 7002572.69,913350.14 7002587.23)"
2574,22991391,residential,307.827666228783,"SRID=3857;LINESTRING(913534.33 7002531.3,913350.14 7002587.23,913318.71 7002604.69,913318.71 7002631.17,913308.48 7002638.37999999,913302.47 7002629.97,913318.71 7002604.69)"
2863,24960457,residential,105.612950437044,"SRID=3857;LINESTRING(914375.47 7002047.3,914269.95 7002042.87)"
2769,24647239,residential,200.403021368714,"SRID=3857;LINESTRING(914485.62 7001826.71,914493.93 7001741.22,914498.87 7001690.46,914504.59 7001629.79,914504.83 7001627.23)"
8036,60218639,residential,201.70224929571,"SRID=3857;LINESTRING(911913.39 7008358.98,911926.54 7008312.44,911979.43 7008168.51)"
3182,26560681,residential,146.889950982075,"SRID=3857;LINESTRING(910496.54 7005950.16,910587.18 7005834.57)"
2847,22991387,residential,162.265122586224,"SRID=3857;LINESTRING(913739.73 7002831.92,913745.92 7002824.02,913831.33 7002791.42,913888.23 7002769.97)"
3193,17595235,residential,217.086544103329,"SRID=3857;LINESTRING(910165.6 7006373.68,910170.62 7006395.37,910226.81 7006458.37,910322.42 7006513.58)"
3228,9562579,residential,539.530781850579,"SRID=3857;LINESTRING(910308.42 7006685.09,910274.02 7006756.22,910259.73 7006782.31,910225.27 7006846.09,910213.82 7006870.81,910178.49 7006952.38,910159.09 7007007.91,910144.94 7007048.43,910140.75 7007062.51,910137.76 7007071.16,910129.32 7007104.05,910127.45 7007128.34,910133.75 7007186.24)"
3035,22911272,residential,232.923651220028,"SRID=3857;LINESTRING(912065.16 7004413.08,912060.12 7004414.32,912042.26 7004418.77,912018.68 7004424.63,911984.15 7004433.22,911952.15 7004440.58,911838.51 7004466.73999999)"
3219,23683383,residential,154.911827908816,"SRID=3857;LINESTRING(910516.56 7006669.03,910449.15 7006621.15,910430.58 7006608.57,910420.21 7006621.30999999,910429.32 7006629.12,910449.15 7006621.15)"
7948,22576160,residential,74.7703890954314,"SRID=3857;LINESTRING(912229.77 7007959.22,912239.18 7007974.12,912248.45 7007977.87,912254.91 7007974.58,912256.88 7007964.27,912254.35 7007960.54,912243.11 7007958.18,912237.49 7007958.18,912229.77 7007959.22)"
7990,16117179,residential,583.364956794341,"SRID=3857;LINESTRING(911067.32 7009110.77,911121.2 7009019.72,911135.05 7009010.94,911156.74 7008997.51,911179.5 7008982.37,911293.27 7008909.47,911314.79 7008895.59,911366.51 7008862.65,911429.29 7008828,911448.45 7008817.07,911500.59 7008791.69,911509.62 7008789.18,911534.76 7008788.64)"
2921,24537543,residential,587.934926201871,"SRID=3857;LINESTRING(914705.03 7003164.78,914704.53 7003057.85,914704.22 7002990.47,914704.16 7002978.73,914704.02 7002945.89,914703.73 7002885.42,914703.46 7002827.65,914703.45 7002823.69,914703.33 7002797.69,914703.3 7002793.16,914703.14 7002758.62,914703.1 7002751.26999999,914702.73 7002669.35,914701.4 7002576.86)"
3192,18135612,residential,718.368703095536,"SRID=3857;LINESTRING(910088.03 7006062.63,910159.51 7006115.11,910203.39 7006146.52,910284.51 7006204.55,910309.02 7006224.38,910410.46 7006296.29,910459.24 7006331.9,910604.79 7006410.32,910686.98 7006456.74)"
3200,23980925,residential,40.918499479936,"SRID=3857;LINESTRING(910124.81 7006615.97,910107.21 7006579.03)"
3198,25093109,residential,226.058655035342,"SRID=3857;LINESTRING(910087.93 7006603.45,910083.32 7006615.99,910041.23 7006730.46,910029.51 7006763.27,910041.82 7006769.14,910050.03 7006750.97,910041.23 7006730.46)"
3197,23683236,residential,206.89360117931,"SRID=3857;LINESTRING(909971.09 7006568.87,909965.24 7006585.19,909929.78 7006680.44,909918.5 7006709.08,909934.03 7006716.43,909940.57 7006701.72,909929.78 7006680.44)"
3196,18135611,residential,227.436441231122,"SRID=3857;LINESTRING(910322.42 7006513.58,910459.24 7006331.9)"
7956,16117187,residential,871.043453603856,"SRID=3857;LINESTRING(911429.29 7008828,911407.25 7008790.7,911379.84 7008757.54,911341.4 7008722.56,911288.03 7008687.01,911268.52 7008658.11,911246.07 7008624.88,911217.54 7008568.3,911190.81 7008489.94,911166.38 7008418.31,911139.78 7008320.96,911082.23 7008138.15,911075.75 7008121.54,911072.91 7008112.41,911048 7008066.97)"
3107,23981192,residential,121.924828440122,"SRID=3857;LINESTRING(909958.23 7005373.37,909990.94 7005301.72,910002.24 7005297.32,910033.27 7005297.88)"
2776,24647240,residential,63.4621029063057,"SRID=3857;LINESTRING(914516.71 7001830.46,914511.17 7001878.9,914524.68 7001884.71)"
3080,22911271,residential,301.308848509963,"SRID=3857;LINESTRING(911865.49 7004796.81,911866.74 7004796.51,911941.84 7004778.19,912024.29 7004758.09999999,912056.77 7004750.14,912073.48 7004746.06,912105.91 7004737.18,912107.71 7004751.33,912101.55 7004756.41,912092.44 7004757.54,912073.48 7004746.06)"
3177,17490853,residential,318.665268234767,"SRID=3857;LINESTRING(911131.15 7005311.47,911058.97 7005301.07,910988.95 7005296.99,910967.77 7005295.74,910910.15 7005292.39,910861.37 7005289.62,910833.61 7005288.99,910813.66 7005287.08)"
281,660690014,road,16.9454566182518,"SRID=3857;LINESTRING(908725.17 7006740.25,908708.23 7006739.82)"
182,660934883,road,52.7225644277781,"SRID=3857;LINESTRING(908261.56 7006639.38,908249.48 7006690.7)"
3766,335352240,secondary,603.691630161719,"SRID=3857;LINESTRING(914086.36 7003879.17,914023.99 7003734.92,914011.38 7003703.58,913991.31 7003653.73,913975.25 7003613.85,913967.59 7003594.49,913961.92 7003580.14,913949.93 7003548.11,913936.75 7003517.64,913888.76 7003406.71,913875.63 7003372.36,913854.81 7003321.74)"
16806,31345001,secondary,699.812904336333,"SRID=3857;LINESTRING(915803.93 7013790.32,915825.14 7013843.65,915836.06 7013869.46,915867.85 7013949.17,915877.29 7013974.5,915890.18 7014007.93,915911.29 7014057.69,915914.41 7014064.43,915932.05 7014102.67,915944.81 7014127.85,915945.16 7014128.55,915947.82 7014133.77,915950.49 7014139.1,915976.98 7014188.53,915979.03 7014192.95,916002.19 7014241.33,916008.85 7014254.4,916052.55 7014338.82,916053.28 7014340.23,916065.49 7014366.29,916067.93 7014370.82,916073.34 7014379.81,916099.66 7014423.46)"
16016,37416756,secondary,72.317229916162,"SRID=3857;LINESTRING(914845.1 7011297.17,914827.3 7011252.75,914818.18 7011230.05)"
16023,28774992,secondary,70.4232556259227,"SRID=3857;LINESTRING(914845.1 7011297.17,914854.77 7011321.45,914871.12 7011362.61)"
16028,321328016,secondary,140.324472724703,"SRID=3857;LINESTRING(914871.12 7011362.61,914877.86 7011379.13,914879.37 7011382.66,914887.75 7011401.98,914893.76 7011416.68,914894.45 7011418.13,914922.41 7011483.18,914926.05 7011491.73)"
16030,321327995,secondary,60.631916509321,"SRID=3857;LINESTRING(914926.05 7011491.73,914950.28 7011547.31)"
16044,321328014,secondary,76.9068592519812,"SRID=3857;LINESTRING(914950.28 7011547.31,914979.23 7011618.56)"
6304,287872388,secondary,304.084053461613,"SRID=3857;LINESTRING(914969.86 7006014.29,914961.45 7005997.87,914947.28 7005963.94,914945.68 7005960.57,914943.6 7005955,914933.08 7005931.11,914907.35 7005871.27,914905.26 7005866.41,914888.51 7005827.9,914885.86 7005821.81,914860.75 7005764.1,914854.53 7005750.36,914848.37 7005735.59)"
6319,329132075,secondary,17.7261747332363,"SRID=3857;LINESTRING(914976.81 7006030.58,914973.71 7006024.23,914973.07 7006022.49,914969.86 7006014.29)"
3806,335352235,secondary,67.8307703015056,"SRID=3857;LINESTRING(914147.76 7004030.22,914144.1 7004020.34,914122.68 7003967.2)"
6330,9861419,secondary,331.251214974798,"SRID=3857;LINESTRING(914969.86 7006014.29,914997.18 7006003.18,915033.96 7005980.77,915127.33 7005932.74,915234.18 7005888.91,915269.85 7005875.24)"
6333,13295549,secondary,332.063997291169,"SRID=3857;LINESTRING(915275.3 7005887.52,915240.1 7005899.69,915187.92 7005918.76999999,915134.04 7005942.04,915042.28 7005990.18,915002.72 7006015.53,914976.81 7006030.58)"
16064,321328010,secondary,73.2927076848034,"SRID=3857;LINESTRING(914979.23 7011618.56,915008 7011685.96999999)"
16065,321328018,secondary,158.334944351445,"SRID=3857;LINESTRING(915008 7011685.96999999,915016.32 7011704.57,915026.5 7011727.27,915037.91 7011752.76,915046.89 7011774.89,915063.37 7011815.49,915069.94 7011831.66)"
16066,321328020,secondary,76.2076832241858,"SRID=3857;LINESTRING(915069.94 7011831.66,915088.14 7011877.9,915092.53 7011892.29,915093.99 7011897.06,915095.88 7011903.26)"
6390,329132072,secondary,54.9734965087394,"SRID=3857;LINESTRING(914997.38 7006081.56,914988.86 7006060.45,914976.81 7006030.58)"
6392,329132074,secondary,32.7431129888822,"SRID=3857;LINESTRING(915010.29 7006111.65,915006.43 7006102.87,914997.38 7006081.56)"
6396,270888560,secondary,164.102433837447,"SRID=3857;LINESTRING(915088.88 7006290.68,915033.63 7006164.46,915022.96 7006140.4)"
3801,335352239,secondary,95.239837747712,"SRID=3857;LINESTRING(914122.68 7003967.2,914113.51 7003945.62,914094.35 7003897.34,914090.18 7003887.99,914086.36 7003879.17)"
6405,270888551,secondary,39.0883804941933,"SRID=3857;LINESTRING(915105.68 7006325.97,915102.94 7006319.75,915088.88 7006290.68)"
16096,321328003,secondary,67.175547863935,"SRID=3857;LINESTRING(915095.88 7011903.26,915099.37 7011916.5,915099.89 7011918.48,915111.5 7011962.54,915112.99 7011968.22)"
21076,584432223,secondary,802.699933250707,"SRID=3857;LINESTRING(920166.91 7008971.36,920234.91 7008982.48,920265.45 7008985.17,920310.65 7008989.14,920362.72 7008989.57,920410.19 7008986.5,920431.68 7008983.22,920494.46 7008969.12,920558.33 7008950.69,920618.34 7008928.46,920717.26 7008878.09,920915.56 7008760.46)"
16097,566172335,secondary,175.646136450095,"SRID=3857;LINESTRING(915112.99 7011968.22,915142.95 7012092.23,915152.55 7012139.33)"
6460,329132582,secondary,1018.23786964117,"SRID=3857;LINESTRING(915273.59 7007309.34999999,915265.9 7007297.46,915222.81 7007230.79,915208.74 7007202.29,915201 7007179.34,915191.26 7007141.44,915187.87 7007096.93,915188.16 7007046.32,915188.96 7007017.24,915188.99 7007006.84,915191.64 7006808.93,915193.04 7006796.52,915194.47 7006767.63,915195.13 7006737.58,915196.12 7006710.23,915196.09 7006676.53999999,915190.84 7006619.32999999,915185.85 7006579.35,915179.14 7006552.23999999,915167.9 7006496.11,915165.24 7006485.33,915155.11 7006447.89,915105.68 7006325.97)"
6393,329132073,secondary,31.41801075728,"SRID=3857;LINESTRING(915022.96 7006140.4,915010.29 7006111.65)"
14071,10795365,secondary,68.1518947969496,"SRID=3857;LINESTRING(914833.18 7008533.1,914831.42 7008498.99,914823.75 7008465.87)"
342,32044526,secondary,413.687103002213,"SRID=3857;LINESTRING(909694.03 7006477.24,909903.39 7006547.96,909971.09 7006568.87,910087.93 7006603.45)"
3201,82938049,secondary,235.5832413173,"SRID=3857;LINESTRING(910087.93 7006603.45,910124.81 7006615.97,910133.42 7006618.88,910240.15 7006653.15,910274.39 7006667.27,910308.42 7006685.09)"
166,32014859,secondary,131.691382026396,"SRID=3857;LINESTRING(908193.31 7006289.72,908323.82 7006307.32)"
173,32014860,secondary,136.937979036991,"SRID=3857;LINESTRING(908323.82 7006307.32,908370.86 7006313.22,908460.18 7006319.34)"
175,513583081,secondary,65.9089200541535,"SRID=3857;LINESTRING(908460.95 7006316.08,908462.71 7006313.2,908465.28 7006311.05,908468.41 7006309.81,908471.77 7006309.62,908475.02 7006310.51,908477.83 7006312.39,908479.89 7006315.04,908481 7006318.23,908481.06 7006321.59,908479.96 7006324.98,908477.78 7006327.8,908474.79 7006329.73,908471.33 7006330.57,908467.92 7006330.49,908467.79 7006330.18,908464.57 7006328.64,908462.07 7006326.12,908460.54 7006322.89,908460.18 7006319.34,908460.95 7006316.08)"
11359,10438699,secondary,93.8318868851983,"SRID=3857;LINESTRING(914458.79 7010156.39,914421.45 7010145.2,914392.29 7010131.56,914373.02 7010119.64)"
11360,280303823,secondary,102.069120927402,"SRID=3857;LINESTRING(914390.83 7010219.96,914380.6 7010173.11,914374.42 7010141.62,914373.02 7010119.64)"
16727,328878226,secondary,29.5877491537019,"SRID=3857;LINESTRING(915564.91 7013197.19,915578.21 7013223.62)"
16729,321328006,secondary,45.9202547897856,"SRID=3857;LINESTRING(915578.21 7013223.62,915599.34 7013264.39)"
20833,263148637,secondary,162.485465812933,"SRID=3857;LINESTRING(919971.44 7004204.85,920076.69 7004081.06)"
20830,24273271,secondary,28.431992651905,"SRID=3857;LINESTRING(919702.85 7004499.01,919710.68 7004489.88,919721.35 7004477.42)"
11367,10438709,secondary,61.2358229721574,"SRID=3857;LINESTRING(914406.76 7010279.07,914399.45 7010254.67,914390.83 7010219.96)"
